eneff,region_gea,ssp,fuel_heat,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
s1,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s1,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s1,EEU,nsp,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s2,EEU,nsp,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s2,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s2,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s2,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s2,EEU,nsp,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s3,EEU,nsp,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s3,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s3,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s3,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s3,EEU,nsp,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s51_std,EEU,nsp,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
s51_std,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s51_std,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s51_std,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s51_std,EEU,nsp,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
s51_std,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s52_low,EEU,nsp,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
s52_low,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s52_low,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s52_low,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s52_low,EEU,nsp,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
s52_low,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr11_std,EEU,nsp,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr11_std,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr11_std,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr11_std,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr11_std,EEU,nsp,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr11_std,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr12_low,EEU,nsp,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr12_low,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr12_low,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr12_low,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr12_low,EEU,nsp,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr12_low,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr21_std,EEU,nsp,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr21_std,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr21_std,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr21_std,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr21_std,EEU,nsp,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr21_std,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr22_low,EEU,nsp,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr22_low,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr22_low,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr22_low,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr22_low,EEU,nsp,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr22_low,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr31_std,EEU,nsp,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr31_std,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr31_std,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr31_std,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr31_std,EEU,nsp,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr31_std,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr32_low,EEU,nsp,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr32_low,EEU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr32_low,EEU,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
sr32_low,EEU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr32_low,EEU,nsp,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr32_low,EEU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
ns,FSU,nsp,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
ns,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ns,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
ns,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
ns,FSU,nsp,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
ns,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s1,FSU,nsp,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s1,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s1,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s1,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s1,FSU,nsp,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s1,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s2,FSU,nsp,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s2,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s2,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s2,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s2,FSU,nsp,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s2,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s3,FSU,nsp,biomass_solid,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7,0.7
s3,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s3,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s3,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s3,FSU,nsp,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
s3,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s51_std,FSU,nsp,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
s51_std,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s51_std,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s51_std,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s51_std,FSU,nsp,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
s51_std,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s52_low,FSU,nsp,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
s52_low,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s52_low,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
s52_low,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
s52_low,FSU,nsp,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
s52_low,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr11_std,FSU,nsp,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr11_std,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr11_std,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr11_std,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr11_std,FSU,nsp,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr11_std,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr12_low,FSU,nsp,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr12_low,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr12_low,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr12_low,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr12_low,FSU,nsp,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr12_low,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr21_std,FSU,nsp,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr21_std,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr21_std,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr21_std,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr21_std,FSU,nsp,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr21_std,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr22_low,FSU,nsp,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr22_low,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr22_low,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr22_low,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr22_low,FSU,nsp,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr22_low,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr31_std,FSU,nsp,biomass_solid,0.7,0.708823529,0.717647059,0.726470588,0.735294118,0.744117647,0.752941176,0.761764706,0.770588235,0.779411765,0.788235294,0.797058824,0.805882353,0.814705882,0.823529412,0.832352941,0.841176471,0.85
sr31_std,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr31_std,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr31_std,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr31_std,FSU,nsp,gas,0.75,0.758823529,0.767647059,0.776470588,0.785294118,0.794117647,0.802941176,0.811764706,0.820588235,0.829411765,0.838235294,0.847058824,0.855882353,0.864705882,0.873529412,0.882352941,0.891176471,0.9
sr31_std,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
sr32_low,FSU,nsp,biomass_solid,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
sr32_low,FSU,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
sr32_low,FSU,nsp,district_heat,0.8,0.810588235,0.821176471,0.831764706,0.842352941,0.852941176,0.863529412,0.874117647,0.884705882,0.895294118,0.905882353,0.916470588,0.927058824,0.937647059,0.948235294,0.958823529,0.969411765,0.98
sr32_low,FSU,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
sr32_low,FSU,nsp,gas,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
sr32_low,FSU,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
ns,LAC,nsp,biomass_solid,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
ns,LAC,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
ns,LAC,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
ns,LAC,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
ns,LAC,nsp,gas,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75
ns,LAC,nsp,oil,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0.6
s1,LAC,nsp,biomass_solid,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
s1,LAC,nsp,coal,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
s1,LAC,nsp,district_heat,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98,0.98
s1,LAC,nsp,electricity,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97,0.97
