scenario,material,year,eol_treat,share
Reference,Glass,2065,Other,0.55
Reference,Glass,2065,Recycling,0
Reference,Glass,2065,Reuse,0
Reference,Glass,2070,Downcycling,0.45
Reference,Glass,2070,Other,0.55
Reference,Glass,2070,Recycling,0
Reference,Glass,2070,Reuse,0
Reference,Glass,2075,Downcycling,0.45
Reference,Glass,2075,Other,0.55
Reference,Glass,2075,Recycling,0
Reference,Glass,2075,Reuse,0
Reference,Glass,2080,Downcycling,0.45
Reference,Glass,2080,Other,0.55
Reference,Glass,2080,Recycling,0
Reference,Glass,2080,Reuse,0
Reference,Glass,2085,Downcycling,0.45
Reference,Glass,2085,Other,0.55
Reference,Glass,2085,Recycling,0
Reference,Glass,2085,Reuse,0
Reference,Glass,2090,Downcycling,0.45
Reference,Glass,2090,Other,0.55
Reference,Glass,2090,Recycling,0
Reference,Glass,2090,Reuse,0
Reference,Glass,2095,Downcycling,0.45
Reference,Glass,2095,Other,0.55
Reference,Glass,2095,Recycling,0
Reference,Glass,2095,Reuse,0
Reference,Glass,2100,Downcycling,0.45
Reference,Glass,2100,Other,0.55
Reference,Glass,2100,Recycling,0
Reference,Glass,2100,Reuse,0
Reference,Steel,2015,Downcycling,0
Reference,Steel,2015,Other,0.43
Reference,Steel,2015,Recycling,0.52
Reference,Steel,2015,Reuse,0.05
Reference,Steel,2020,Downcycling,0
Reference,Steel,2020,Other,0.43
Reference,Steel,2020,Recycling,0.52
Reference,Steel,2020,Reuse,0.05
Reference,Steel,2025,Downcycling,0
Reference,Steel,2025,Other,0.43
Reference,Steel,2025,Recycling,0.52
Reference,Steel,2025,Reuse,0.05
Reference,Steel,2030,Downcycling,0
Reference,Steel,2030,Other,0.43
Reference,Steel,2030,Recycling,0.52
Reference,Steel,2030,Reuse,0.05
Reference,Steel,2035,Downcycling,0
Reference,Steel,2035,Other,0.43
Reference,Steel,2035,Recycling,0.52
Reference,Steel,2035,Reuse,0.05
Reference,Steel,2040,Downcycling,0
Reference,Steel,2040,Other,0.43
Reference,Steel,2040,Recycling,0.52
Reference,Steel,2040,Reuse,0.05
Reference,Steel,2045,Downcycling,0
Reference,Steel,2045,Other,0.43
Reference,Steel,2045,Recycling,0.52
Reference,Steel,2045,Reuse,0.05
Reference,Steel,2050,Downcycling,0
Reference,Steel,2050,Other,0.43
Reference,Steel,2050,Recycling,0.52
Reference,Steel,2050,Reuse,0.05
Reference,Steel,2055,Downcycling,0
Reference,Steel,2055,Other,0.43
Reference,Steel,2055,Recycling,0.52
Reference,Steel,2055,Reuse,0.05
Reference,Steel,2060,Downcycling,0
Reference,Steel,2060,Other,0.43
Reference,Steel,2060,Recycling,0.52
Reference,Steel,2060,Reuse,0.05
Reference,Steel,2065,Downcycling,0
Reference,Steel,2065,Other,0.43
Reference,Steel,2065,Recycling,0.52
Reference,Steel,2065,Reuse,0.05
Reference,Steel,2070,Downcycling,0
Reference,Steel,2070,Other,0.43
Reference,Steel,2070,Recycling,0.52
Reference,Steel,2070,Reuse,0.05
Reference,Steel,2075,Downcycling,0
Reference,Steel,2075,Other,0.43
Reference,Steel,2075,Recycling,0.52
Reference,Steel,2075,Reuse,0.05
Reference,Steel,2080,Downcycling,0
Reference,Steel,2080,Other,0.43
Reference,Steel,2080,Recycling,0.52
Reference,Steel,2080,Reuse,0.05
Reference,Steel,2085,Downcycling,0
Reference,Steel,2085,Other,0.43
Reference,Steel,2085,Recycling,0.52
Reference,Steel,2085,Reuse,0.05
Reference,Steel,2090,Downcycling,0
Reference,Steel,2090,Other,0.43
Reference,Steel,2090,Recycling,0.52
Reference,Steel,2090,Reuse,0.05
Reference,Steel,2095,Downcycling,0
Reference,Steel,2095,Other,0.43
Reference,Steel,2095,Recycling,0.52
Reference,Steel,2095,Reuse,0.05
Reference,Steel,2100,Downcycling,0
Reference,Steel,2100,Other,0.43
Reference,Steel,2100,Recycling,0.52
Reference,Steel,2100,Reuse,0.05
Reference,Wood,2015,Downcycling,0.35
Reference,Wood,2015,Other,0.6
Reference,Wood,2015,Recycling,0
Reference,Wood,2015,Reuse,0.05
Reference,Wood,2020,Downcycling,0.35
Reference,Wood,2020,Other,0.6
Reference,Wood,2020,Recycling,0
Reference,Wood,2020,Reuse,0.05
Reference,Wood,2025,Downcycling,0.35
Reference,Wood,2025,Other,0.6
Reference,Wood,2025,Recycling,0
Reference,Wood,2025,Reuse,0.05
Reference,Wood,2030,Downcycling,0.35
Reference,Wood,2030,Other,0.6
Reference,Wood,2030,Recycling,0
Reference,Wood,2030,Reuse,0.05
Reference,Wood,2035,Downcycling,0.35
Reference,Wood,2035,Other,0.6
Reference,Wood,2035,Recycling,0
Reference,Wood,2035,Reuse,0.05
Reference,Wood,2040,Downcycling,0.35
Reference,Wood,2040,Other,0.6
Reference,Wood,2040,Recycling,0
Reference,Wood,2040,Reuse,0.05
Reference,Wood,2045,Downcycling,0.35
Reference,Wood,2045,Other,0.6
Reference,Wood,2045,Recycling,0
Reference,Wood,2045,Reuse,0.05
Reference,Wood,2050,Downcycling,0.35
Reference,Wood,2050,Other,0.6
Reference,Wood,2050,Recycling,0
Reference,Wood,2050,Reuse,0.05
Reference,Wood,2055,Downcycling,0.35
Reference,Wood,2055,Other,0.6
Reference,Wood,2055,Recycling,0
Reference,Wood,2055,Reuse,0.05
Reference,Wood,2060,Downcycling,0.35
Reference,Wood,2060,Other,0.6
Reference,Wood,2060,Recycling,0
Reference,Wood,2060,Reuse,0.05
Reference,Wood,2065,Downcycling,0.35
Reference,Wood,2065,Other,0.6
Reference,Wood,2065,Recycling,0
Reference,Wood,2065,Reuse,0.05
Reference,Wood,2070,Downcycling,0.35
Reference,Wood,2070,Other,0.6
Reference,Wood,2070,Recycling,0
Reference,Wood,2070,Reuse,0.05
Reference,Wood,2075,Downcycling,0.35
Reference,Wood,2075,Other,0.6
Reference,Wood,2075,Recycling,0
Reference,Wood,2075,Reuse,0.05
Reference,Wood,2080,Downcycling,0.35
Reference,Wood,2080,Other,0.6
Reference,Wood,2080,Recycling,0
Reference,Wood,2080,Reuse,0.05
Reference,Wood,2085,Downcycling,0.35
Reference,Wood,2085,Other,0.6
Reference,Wood,2085,Recycling,0
Reference,Wood,2085,Reuse,0.05
Reference,Wood,2090,Downcycling,0.35
Reference,Wood,2090,Other,0.6
Reference,Wood,2090,Recycling,0
Reference,Wood,2090,Reuse,0.05
Reference,Wood,2095,Downcycling,0.35
Reference,Wood,2095,Other,0.6
Reference,Wood,2095,Recycling,0
Reference,Wood,2095,Reuse,0.05
Reference,Wood,2100,Downcycling,0.35
Reference,Wood,2100,Other,0.6
Reference,Wood,2100,Recycling,0
Reference,Wood,2100,Reuse,0.05
