country,sector,sector_code,scenario,scenario_name,year,floor_total_Mm2,floor_added_Mm2,floor_demolished_Mm2
CZE,Commercial,comm,C_r,Close R,2025,294.78138707994,12.140356240246,2.0811353952619998
CZE,Commercial,comm,C_r,Close R,2030,322.8354521237,7.7881327887000005,2.177319779948
CZE,Commercial,comm,C_r,Close R,2035,339.39331027523997,5.644811096758,2.33323946645
CZE,Commercial,comm,C_r,Close R,2040,348.40377283066,4.351318791832,2.549226280748
CZE,Commercial,comm,C_r,Close R,2045,353.39313691672,3.802025616338,2.804152799126
CZE,Commercial,comm,C_r,Close R,2050,356.37652990334,3.6630579938660004,3.066379396542
CZE,Commercial,comm,C_r,Close R,2055,357.7605790719,3.579317383342,3.30250754963
CZE,Commercial,comm,C_r,Close R,2060,357.30073683698,3.3927628253539996,3.4847312723379997
CZE,Commercial,comm,C_r,Close R,2070,349.81291763804,2.9873709500139998,3.736152869908
CZE,Commercial,comm,C_r,Close R,2080,339.75536379896,2.607984344468,3.613739728376
CZE,Commercial,comm,C_r,Close R,2090,331.93089400812,2.495186361509,3.277633340593
CZE,Commercial,comm,C_r,Close R,2100,324.64699599365997,2.156732156832,2.885121958278
CZE,Commercial,comm,C_tp,Close TP,2025,294.78138707994,12.140356240246,2.0811353952619998
CZE,Commercial,comm,C_tp,Close TP,2030,322.8354521237,7.7881327887000005,2.177319779948
CZE,Commercial,comm,C_tp,Close TP,2035,339.39331027523997,5.644811096758,2.33323946645
CZE,Commercial,comm,C_tp,Close TP,2040,348.40377283066,4.351318791832,2.549226280748
CZE,Commercial,comm,C_tp,Close TP,2045,353.39313691672,3.802025616338,2.804152799126
CZE,Commercial,comm,C_tp,Close TP,2050,356.37652990334,3.6630579938660004,3.066379396542
CZE,Commercial,comm,C_tp,Close TP,2055,357.7605790719,3.579317383342,3.30250754963
CZE,Commercial,comm,C_tp,Close TP,2060,357.30073683698,3.3927628253539996,3.4847312723379997
CZE,Commercial,comm,C_tp,Close TP,2070,349.81291763804,2.9873709500139998,3.736152869908
CZE,Commercial,comm,C_tp,Close TP,2080,339.75536379896,2.607984344468,3.613739728376
CZE,Commercial,comm,C_tp,Close TP,2090,331.93089400812,2.495186361509,3.277633340593
CZE,Commercial,comm,C_tp,Close TP,2100,324.64699599365997,2.156732156832,2.885121958278
CZE,Commercial,comm,A_r,Combined R,2025,294.78138707994,12.140356240246,2.0811353952619998
CZE,Commercial,comm,A_r,Combined R,2030,318.0641348481,6.83386933358,2.177319779948
CZE,Commercial,comm,A_r,Combined R,2035,331.50197197401997,4.863554299966,2.175986874782
CZE,Commercial,comm,A_r,Combined R,2040,338.601793795,3.6152525811139995,2.195288216918
CZE,Commercial,comm,A_r,Combined R,2045,342.43291404053997,2.97592737646,2.209703327352
CZE,Commercial,comm,A_r,Combined R,2050,344.67301113498,2.655825260702,2.207805841814
CZE,Commercial,comm,A_r,Combined R,2055,345.56774525516,2.366271626308,2.1873248022719998
CZE,Commercial,comm,A_r,Combined R,2060,344.80390703539996,2.154741740044,2.307509383996
CZE,Commercial,comm,A_r,Combined R,2070,337.2151669147,1.7439329441609999,2.502806956231
CZE,Commercial,comm,A_r,Combined R,2080,327.36100603286,1.604984060948,2.590400149132
CZE,Commercial,comm,A_r,Combined R,2090,319.75527760197997,1.798672829503,2.559245672591
CZE,Commercial,comm,A_r,Combined R,2100,312.71243937898,1.725657943238,2.429941765538
CZE,Commercial,comm,A_tp,Combined TP,2025,294.78138707994,12.140356240246,2.0811353952619998
CZE,Commercial,comm,A_tp,Combined TP,2030,310.11193938878,5.243430241716,2.177319779948
CZE,Commercial,comm,A_tp,Combined TP,2035,318.34974147198,3.67895298517,2.03139256853
CZE,Commercial,comm,A_tp,Combined TP,2040,322.26516206892,2.693186336398,1.91010221701
CZE,Commercial,comm,A_tp,Combined TP,2045,324.16587591356,2.1771981138439997,1.797055344916
CZE,Commercial,comm,A_tp,Combined TP,2050,325.16714652103997,1.889242498148,1.688988376652
CZE,Commercial,comm,A_tp,Combined TP,2055,325.24635556057996,1.6020805681840002,1.586238760276
CZE,Commercial,comm,A_tp,Combined TP,2060,323.97585736608,1.4160478824559999,1.670147521356
CZE,Commercial,comm,A_tp,Combined TP,2070,316.2189157091,1.027932970431,1.803627136129
CZE,Commercial,comm,A_tp,Combined TP,2080,306.70374308936,0.931298014592,1.882815276566
CZE,Commercial,comm,A_tp,Combined TP,2090,299.46258359176,1.177535050907,1.901651000667
CZE,Commercial,comm,A_tp,Combined TP,2100,292.82151168786,1.20334421737,1.86745140776
CZE,Buildings total,total,R,Reference,2025,629.0825133621142,15.517700178522677,3.074461123237364
CZE,Buildings total,total,R,Reference,2030,665.8120731493485,9.071290212796793,3.3022372291819146
CZE,Buildings total,total,R,Reference,2035,689.6612136741429,6.813679467872947,3.580347885923765
CZE,Buildings total,total,R,Reference,2040,705.6763528630162,5.608884708106176,3.9175929429963654
CZE,Buildings total,total,R,Reference,2045,717.9946059265001,5.272532257041165,4.291159450505795
CZE,Buildings total,total,R,Reference,2050,728.3828524842042,5.319812580294194,4.667547763180275
CZE,Buildings total,total,R,Reference,2055,736.3910493431567,5.28452279896481,5.011100552250062
CZE,Buildings total,total,R,Reference,2060,740.8004485503524,4.980136819152492,5.291535483357864
CZE,Buildings total,total,R,Reference,2070,735.72269277742,4.23606967293854,5.720171561506616
CZE,Buildings total,total,R,Reference,2080,723.7480825731094,3.7754296004770422,5.712752137265845
CZE,Buildings total,total,R,Reference,2090,714.6166635196055,3.9448050529647416,5.435474955347903
CZE,Buildings total,total,R,Reference,2100,704.8676536424368,3.6514235894553577,5.051287251622928
CZE,Buildings total,total,N_r,Narrow R,2025,629.0825133621142,15.517700178522677,3.074461123237364
CZE,Buildings total,total,N_r,Narrow R,2030,635.212252240211,7.976890037193986,3.2235832275054923
CZE,Buildings total,total,N_r,Narrow R,2035,631.6201860739407,6.0460017931230965,3.4059451080665397
CZE,Buildings total,total,N_r,Narrow R,2040,622.8564873861582,4.980756938389779,3.6304792435992415
CZE,Buildings total,total,N_r,Narrow R,2045,612.3636168762846,4.618993893240295,3.8770246812412044
CZE,Buildings total,total,N_r,Narrow R,2050,601.462121479557,4.574584271977786,4.116879971074998
CZE,Buildings total,total,N_r,Narrow R,2055,606.9553665117683,4.5708996638119634,4.392153927965534
CZE,Buildings total,total,N_r,Narrow R,2060,609.5770234419301,4.311469696269459,4.613806431251439
CZE,Buildings total,total,N_r,Narrow R,2070,603.6945422999019,3.683783218351323,4.9488398031466625
CZE,Buildings total,total,N_r,Narrow R,2080,592.5521969158035,3.2583995699203854,4.885821470582988
CZE,Buildings total,total,N_r,Narrow R,2090,584.0741351935586,3.349069568779707,4.597430079035138
CZE,Buildings total,total,N_r,Narrow R,2100,575.3544476138945,3.0632010475872096,4.230075578625576
CZE,Buildings total,total,N_tp,Narrow TP,2025,629.0825133621142,15.517700178522677,3.074461123237364
CZE,Buildings total,total,N_tp,Narrow TP,2030,609.8247698368516,6.96568046331743,3.1727980876271573
CZE,Buildings total,total,N_tp,Narrow TP,2035,585.9877421315505,5.529850482924312,3.2787001565008307
CZE,Buildings total,total,N_tp,Narrow TP,2040,561.2057166291129,4.793324848619447,3.4119045388037645
CZE,Buildings total,total,N_tp,Narrow TP,2045,537.9074254681175,4.5892304030112925,3.5538923614208064
CZE,Buildings total,total,N_tp,Narrow TP,2050,516.723023579535,4.577121503526984,3.6815842548690174
CZE,Buildings total,total,N_tp,Narrow TP,2055,520.3878824870172,3.90806643315358,3.8795989001879314
CZE,Buildings total,total,N_tp,Narrow TP,2060,521.7883848720039,3.6832017528324967,4.037520274297057
CZE,Buildings total,total,N_tp,Narrow TP,2070,515.5594300933509,3.1343134398949095,4.279230760706413
CZE,Buildings total,total,N_tp,Narrow TP,2080,505.29348829315137,2.748420143671037,4.172627348199183
CZE,Buildings total,total,N_tp,Narrow TP,2090,497.5797063557652,2.8176196783122416,3.8991406375257567
CZE,Buildings total,total,N_tp,Narrow TP,2100,489.8359221910739,2.5739455817921177,3.577650266368545
CZE,Buildings total,total,S_r,Slow R,2025,629.0825133621142,15.517700178522677,3.074461123237364
CZE,Buildings total,total,S_r,Slow R,2030,665.8120731493485,9.071290212796793,3.3022372291819146
CZE,Buildings total,total,S_r,Slow R,2035,689.6612136609755,6.4911332145286895,3.3033328613834723
CZE,Buildings total,total,S_r,Slow R,2040,705.6763504103728,4.921683877673225,3.3290097480534535
CZE,Buildings total,total,S_r,Slow R,2045,717.9946034088991,4.1757876138656,3.351722191516171
CZE,Buildings total,total,S_r,Slow R,2050,728.382849888625,3.790766999449378,3.357887805325356
CZE,Buildings total,total,S_r,Slow R,2055,736.391046677242,3.334240216985946,3.343595519455745
CZE,Buildings total,total,S_r,Slow R,2060,740.8004458268638,2.9732323139220314,3.570107779006098
CZE,Buildings total,total,S_r,Slow R,2070,735.7226715522442,2.1778046543936616,3.945294705027019
CZE,Buildings total,total,S_r,Slow R,2080,723.7480126436205,1.9794002963481607,4.207378742661625
CZE,Buildings total,total,S_r,Slow R,2090,714.6165919661457,2.520782469397976,4.309104448172398
CZE,Buildings total,total,S_r,Slow R,2100,704.8675548876467,2.5644972418912038,4.267433887980463
CZE,Buildings total,total,S_tp,Slow TP,2025,629.0825133621142,15.517700178522677,3.074461123237364
CZE,Buildings total,total,S_tp,Slow TP,2030,665.8120731493485,9.071290212796793,3.3022372291819146
CZE,Buildings total,total,S_tp,Slow TP,2035,689.6612136588255,6.044941410990587,3.054111764166672
CZE,Buildings total,total,S_tp,Slow TP,2040,705.6763457355117,4.060643699180935,2.8628815823191065
CZE,Buildings total,total,S_tp,Slow TP,2045,717.9945985735419,2.951923383742754,2.6997837631601307
CZE,Buildings total,total,S_tp,Slow TP,2050,728.3828449428079,2.3626936587009473,2.553616276086993
CZE,Buildings total,total,S_tp,Slow TP,2055,736.3910415972025,1.915466795204,2.4189704225680573
CZE,Buildings total,total,S_tp,Slow TP,2060,740.8004406317084,1.6526570314719997,2.603917601573608
CZE,Buildings total,total,S_tp,Slow TP,2070,735.7226577041724,1.166749312846,2.9040334003176236
CZE,Buildings total,total,S_tp,Slow TP,2080,723.7479823631293,1.0383437202130001,3.165435147154403
CZE,Buildings total,total,S_tp,Slow TP,2090,714.6165610166108,1.3591513488293263,3.341627519515865
CZE,Buildings total,total,S_tp,Slow TP,2100,704.8675066046878,1.6249176167147437,3.444503459469061
CZE,Buildings total,total,C_r,Close R,2025,629.0825133621142,15.517700178522677,3.074461123237364
CZE,Buildings total,total,C_r,Close R,2030,665.8120731493485,9.071290212796793,3.3022372291819146
CZE,Buildings total,total,C_r,Close R,2035,689.6612136741429,6.813679467872947,3.580347885923765
CZE,Buildings total,total,C_r,Close R,2040,705.6763528630162,5.608884708106176,3.9175929429963654
CZE,Buildings total,total,C_r,Close R,2045,717.9946059265001,5.272532257041165,4.291159450505795
CZE,Buildings total,total,C_r,Close R,2050,728.3828524842042,5.319812580294194,4.667547763180275
CZE,Buildings total,total,C_r,Close R,2055,736.3910493431567,5.28452279896481,5.011100552250062
CZE,Buildings total,total,C_r,Close R,2060,740.8004485503524,4.980136819152492,5.291535483357864
CZE,Buildings total,total,C_r,Close R,2070,735.72269277742,4.23606967293854,5.720171561506616
CZE,Buildings total,total,C_r,Close R,2080,723.7480825731094,3.7754296004770422,5.712752137265845
CZE,Buildings total,total,C_r,Close R,2090,714.6166635196055,3.9448050529647416,5.435474955347903
CZE,Buildings total,total,C_r,Close R,2100,704.8676536424368,3.6514235894553577,5.051287251622928
CZE,Buildings total,total,C_tp,Close TP,2025,629.0825133621142,15.517700178522677,3.074461123237364
CZE,Buildings total,total,C_tp,Close TP,2030,665.8120731493485,9.071290212796793,3.3022372291819146
CZE,Buildings total,total,C_tp,Close TP,2035,689.6612136741429,6.813679467872947,3.580347885923765
CZE,Buildings total,total,C_tp,Close TP,2040,705.6763528630162,5.608884708106176,3.9175929429963654
CZE,Buildings total,total,C_tp,Close TP,2045,717.9946059265001,5.272532257041165,4.291159450505795
CZE,Buildings total,total,C_tp,Close TP,2050,728.3828524842042,5.319812580294194,4.667547763180275
CZE,Buildings total,total,C_tp,Close TP,2055,736.3910493431567,5.28452279896481,5.011100552250062
CZE,Buildings total,total,C_tp,Close TP,2060,740.8004485503524,4.980136819152492,5.291535483357864
CZE,Buildings total,total,C_tp,Close TP,2070,735.72269277742,4.23606967293854,5.720171561506616
CZE,Buildings total,total,C_tp,Close TP,2080,723.7480825731094,3.7754296004770422,5.712752137265845
CZE,Buildings total,total,C_tp,Close TP,2090,714.6166635196055,3.9448050529647416,5.435474955347903
CZE,Buildings total,total,C_tp,Close TP,2100,704.8676536424368,3.6514235894553577,5.051287251622928
CZE,Buildings total,total,A_r,Combined R,2025,629.0825133621142,15.517700178522677,3.074461123237364
CZE,Buildings total,total,A_r,Combined R,2030,635.212252240211,7.976890037193986,3.2235832275054923
CZE,Buildings total,total,A_r,Combined R,2035,631.6201860915376,5.798964495019944,3.1462044094193105
CZE,Buildings total,total,A_r,Combined R,2040,622.8564874059332,4.46296471242316,3.0943309281861278
CZE,Buildings total,total,A_r,Combined R,2045,612.3636169027938,3.80351725392525,3.0431236567527638
CZE,Buildings total,total,A_r,Combined R,2050,601.4621214967963,3.4532066706750486,2.981063169326999
CZE,Buildings total,total,A_r,Combined R,2055,606.9553665235558,2.898214411470668,2.9519067558539898
CZE,Buildings total,total,A_r,Combined R,2060,609.5770234510287,2.5990568705749966,3.135576654972823
CZE,Buildings total,total,A_r,Combined R,2070,603.6945653900272,1.9415910833610461,3.4388836994841494
CZE,Buildings total,total,A_r,Combined R,2080,592.5522107208129,1.7665867938014497,3.6304029748867506
CZE,Buildings total,total,A_r,Combined R,2090,584.0741276291553,2.193488766619572,3.6819886075106285
CZE,Buildings total,total,A_r,Combined R,2100,575.354429647786,2.2030867729236014,3.612600252013102
CZE,Buildings total,total,A_tp,Combined TP,2025,629.0825133621142,15.517700178522677,3.074461123237364
CZE,Buildings total,total,A_tp,Combined TP,2030,609.8247698368516,6.96568046331743,3.1727980876271573
CZE,Buildings total,total,A_tp,Combined TP,2035,585.9877421526407,4.984075915970525,2.8088324615216496
CZE,Buildings total,total,A_tp,Combined TP,2040,561.2057289744595,3.7404634865589674,2.523345429545945
CZE,Buildings total,total,A_tp,Combined TP,2045,537.9074370729536,3.074467929281905,2.2854909289410803
CZE,Buildings total,total,A_tp,Combined TP,2050,516.7230344377123,2.666960237672287,2.0815304162665997
CZE,Buildings total,total,A_tp,Combined TP,2055,520.3878936317626,1.6020805681840002,1.9516675853314125
CZE,Buildings total,total,A_tp,Combined TP,2060,521.7883962732119,1.4160478824559999,2.0737115311915093
CZE,Buildings total,total,A_tp,Combined TP,2070,515.559441922299,1.027932970431,2.269804091890821
CZE,Buildings total,total,A_tp,Combined TP,2080,505.29346998770404,0.931298014592,2.413922294586868
CZE,Buildings total,total,A_tp,Combined TP,2090,497.57965476178447,1.177535050907,2.4894546566145763
CZE,Buildings total,total,A_tp,Combined TP,2100,489.83586971440195,1.2784617533252898,2.5099712613849454
DEU,Residential,resid,R,Reference,2025,3357.6826905976295,20.31751486996024,8.586317401599787
DEU,Residential,resid,R,Reference,2030,3333.5650659456405,13.718908426749055,9.504050298730558
DEU,Residential,resid,R,Reference,2035,3309.416992407126,13.058446913873906,10.400034054310622
DEU,Residential,resid,R,Reference,2040,3287.8394529347247,13.066944947630786,11.283764212328194
DEU,Residential,resid,R,Reference,2045,3269.2316204660447,13.360642871349258,12.142531315438585
DEU,Residential,resid,R,Reference,2050,3250.8544099973005,13.331104702425922,12.962239522554446
DEU,Residential,resid,R,Reference,2055,3230.3887946006153,12.97890904616547,13.72791154649241
DEU,Residential,resid,R,Reference,2060,3208.647762672292,12.818905506743906,14.426403971894711
DEU,Residential,resid,R,Reference,2070,3164.6485749192043,13.103678332559154,15.617518856738835
DEU,Residential,resid,R,Reference,2080,3117.5950780327394,12.96959427412729,16.507626250962158
DEU,Residential,resid,R,Reference,2090,3045.318222300426,10.676317741714987,17.002945242433817
DEU,Residential,resid,R,Reference,2100,2960.1078593782004,9.24203105190258,17.090446810626258
DEU,Residential,resid,N_r,Narrow R,2025,3357.6826905976295,20.31751486996024,8.586317401599787
DEU,Residential,resid,N_r,Narrow R,2030,3182.4667960044417,11.924009829262816,9.122869873601639
DEU,Residential,resid,N_r,Narrow R,2035,3013.8482424567055,11.242475930836763,9.535425569893832
DEU,Residential,resid,N_r,Narrow R,2040,2853.613393446037,10.915110750993549,9.863714891874343
DEU,Residential,resid,N_r,Narrow R,2045,2701.378835711002,10.721850502499194,10.103473321219603
DEU,Residential,resid,N_r,Narrow R,2050,2554.314761062497,10.341427392987411,10.249676483550084
DEU,Residential,resid,N_r,Narrow R,2055,2539.170329804758,10.286023094167945,10.801815898504486
DEU,Residential,resid,N_r,Narrow R,2060,2522.9171766321483,10.160022523596586,11.354535881917023
DEU,Residential,resid,N_r,Narrow R,2070,2489.7397988046328,10.385202268238917,12.29435422856587
DEU,Residential,resid,N_r,Narrow R,2080,2453.876402232788,10.276543455451895,12.998495123354244
DEU,Residential,resid,N_r,Narrow R,2090,2397.935514661122,8.459690874677579,13.390026541895221
DEU,Residential,resid,N_r,Narrow R,2100,2331.6216092356194,7.32001584494059,13.459424383799577
DEU,Residential,resid,N_tp,Narrow TP,2025,3357.6826905976295,20.31751486996024,8.586317401599787
DEU,Residential,resid,N_tp,Narrow TP,2030,2931.135321013327,17.31852671032982,8.462488392234402
DEU,Residential,resid,N_tp,Narrow TP,2035,2533.8689944530684,15.59650481266966,7.964544647325077
DEU,Residential,resid,N_tp,Narrow TP,2040,2166.4599353729855,14.161999869359802,7.3072051477775135
DEU,Residential,resid,N_tp,Narrow TP,2045,1827.3584409144776,12.799862541607743,6.514548931967505
DEU,Residential,resid,N_tp,Narrow TP,2050,1513.6217282981515,11.249670956972091,5.613645532375344
DEU,Residential,resid,N_tp,Narrow TP,2055,1506.2768825063824,5.66471694603535,5.843831296928394
DEU,Residential,resid,N_tp,Narrow TP,2060,1498.0901431639159,5.577257201392591,6.1656910316904705
DEU,Residential,resid,N_tp,Narrow TP,2070,1480.8564273921058,5.706389179339108,6.722806722587906
DEU,Residential,resid,N_tp,Narrow TP,2080,1461.5347500956461,5.680586804129691,7.192487582180028
DEU,Residential,resid,N_tp,Narrow TP,2090,1429.8654659130325,4.664402776803171,7.515027314681075
DEU,Residential,resid,N_tp,Narrow TP,2100,1391.681435541832,4.0860633495913925,7.676508993555215
DEU,Residential,resid,S_r,Slow R,2025,3357.6826905976295,20.31751486996024,8.586317401599787
DEU,Residential,resid,S_r,Slow R,2030,3333.5650659456405,13.718908426749055,9.504050298730558
DEU,Residential,resid,S_r,Slow R,2035,3309.4169923917593,11.721191252879322,9.174877021522548
DEU,Residential,resid,S_r,Slow R,2040,3287.839444784565,10.407078225731626,8.883701554968281
DEU,Residential,resid,S_r,Slow R,2045,3269.231638698664,9.410005066187603,8.623968366582236
DEU,Residential,resid,S_r,Slow R,2050,3250.8544282531384,8.138939484304698,8.389346607018888
DEU,Residential,resid,S_r,Slow R,2055,3230.3888128340977,6.61121539001815,8.173992994239839
DEU,Residential,resid,S_r,Slow R,2060,3208.647854731054,6.408685187562304,8.816144516146611
DEU,Residential,resid,S_r,Slow R,2070,3164.648795352347,6.621260160539366,9.874755041068957
DEU,Residential,resid,S_r,Slow R,2080,3117.5951751451767,6.732186996952867,11.037647540167391
DEU,Residential,resid,S_r,Slow R,2090,3045.318143370493,4.8868850727287345,12.035836968297637
DEU,Residential,resid,S_r,Slow R,2100,2960.1077802405744,4.056827227979587,12.807373599406183
DEU,Residential,resid,S_tp,Slow TP,2025,3357.6826905976295,20.31751486996024,8.586317401599787
DEU,Residential,resid,S_tp,Slow TP,2030,3333.5650659456405,13.718908426749055,9.504050298730558
DEU,Residential,resid,S_tp,Slow TP,2035,3309.4169923825602,9.755613548243595,8.122873176542795
DEU,Residential,resid,S_tp,Slow TP,2040,3287.839437966729,6.8064187121667805,7.091273568071507
DEU,Residential,resid,S_tp,Slow TP,2045,3269.2316657837264,4.515006540590137,6.301877258242597
DEU,Residential,resid,S_tp,Slow TP,2050,3250.8544553887664,3.0066752647274093,5.683822335346987
DEU,Residential,resid,S_tp,Slow TP,2055,3230.388840033509,2.0810123632411903,5.182309717854629
DEU,Residential,resid,S_tp,Slow TP,2060,3208.647930771276,1.9394095974358714,5.677256433505551
DEU,Residential,resid,S_tp,Slow TP,2070,3164.648969521325,2.0794455513975216,6.485572833103031
DEU,Residential,resid,S_tp,Slow TP,2080,3117.595260006048,2.1622777656608734,7.5023321783885315
DEU,Residential,resid,S_tp,Slow TP,2090,3045.3181359385567,1.15542413660227,8.487505003695333
DEU,Residential,resid,S_tp,Slow TP,2100,2960.107772804258,0.7665926433874067,9.364940894291655
DEU,Residential,resid,C_r,Close R,2025,3357.6826905976295,20.31751486996024,8.586317401599787
DEU,Residential,resid,C_r,Close R,2030,3333.5650659456405,13.718908426749055,9.504050298730558
DEU,Residential,resid,C_r,Close R,2035,3309.416992407126,13.058446913873906,10.400034054310622
DEU,Residential,resid,C_r,Close R,2040,3287.8394529347247,13.066944947630786,11.283764212328194
DEU,Residential,resid,C_r,Close R,2045,3269.2316204660447,13.360642871349258,12.142531315438585
DEU,Residential,resid,C_r,Close R,2050,3250.8544099973005,13.331104702425922,12.962239522554446
DEU,Residential,resid,C_r,Close R,2055,3230.3887946006153,12.97890904616547,13.72791154649241
DEU,Residential,resid,C_r,Close R,2060,3208.647762672292,12.818905506743906,14.426403971894711
DEU,Residential,resid,C_r,Close R,2070,3164.6485749192043,13.103678332559154,15.617518856738835
DEU,Residential,resid,C_r,Close R,2080,3117.5950780327394,12.96959427412729,16.507626250962158
DEU,Residential,resid,C_r,Close R,2090,3045.318222300426,10.676317741714987,17.002945242433817
DEU,Residential,resid,C_r,Close R,2100,2960.1078593782004,9.24203105190258,17.090446810626258
DEU,Residential,resid,C_tp,Close TP,2025,3357.6826905976295,20.31751486996024,8.586317401599787
DEU,Residential,resid,C_tp,Close TP,2030,3333.5650659456405,13.718908426749055,9.504050298730558
DEU,Residential,resid,C_tp,Close TP,2035,3309.416992407126,13.058446913873906,10.400034054310622
DEU,Residential,resid,C_tp,Close TP,2040,3287.8394529347247,13.066944947630786,11.283764212328194
DEU,Residential,resid,C_tp,Close TP,2045,3269.2316204660447,13.360642871349258,12.142531315438585
DEU,Residential,resid,C_tp,Close TP,2050,3250.8544099973005,13.331104702425922,12.962239522554446
DEU,Residential,resid,C_tp,Close TP,2055,3230.3887946006153,12.97890904616547,13.72791154649241
DEU,Residential,resid,C_tp,Close TP,2060,3208.647762672292,12.818905506743906,14.426403971894711
DEU,Residential,resid,C_tp,Close TP,2070,3164.6485749192043,13.103678332559154,15.617518856738835
DEU,Residential,resid,C_tp,Close TP,2080,3117.5950780327394,12.96959427412729,16.507626250962158
DEU,Residential,resid,C_tp,Close TP,2090,3045.318222300426,10.676317741714987,17.002945242433817
DEU,Residential,resid,C_tp,Close TP,2100,2960.1078593782004,9.24203105190258,17.090446810626258
DEU,Residential,resid,A_r,Combined R,2025,3357.6826905976295,20.31751486996024,8.586317401599787
DEU,Residential,resid,A_r,Combined R,2030,3182.4667960044417,11.924009829262816,9.122869873601639
DEU,Residential,resid,A_r,Combined R,2035,3013.848242452959,10.39120076477353,8.412109437365716
DEU,Residential,resid,A_r,Combined R,2040,2853.613393440369,9.283688201282642,7.7610064550603886
DEU,Residential,resid,A_r,Combined R,2045,2701.3787571643325,8.388863356502924,7.162944065964639
DEU,Residential,resid,A_r,Combined R,2050,2554.314685330731,7.3915220046074515,6.610435634236791
DEU,Residential,resid,A_r,Combined R,2055,2539.170195330076,4.929854460634635,6.394211400863266
DEU,Residential,resid,A_r,Combined R,2060,2522.9171011068843,4.778907033905375,6.903707513535458
DEU,Residential,resid,A_r,Combined R,2070,2489.7396032543234,4.962541934229111,7.740928142010999
DEU,Residential,resid,A_r,Combined R,2080,2453.87627714922,5.071690264432943,8.66933121920334
DEU,Residential,resid,A_r,Combined R,2090,2397.9353892978256,3.636699916377719,9.470466277069923
DEU,Residential,resid,A_r,Combined R,2100,2331.6213442286303,3.0046074181817026,10.094754098357132
DEU,Residential,resid,A_tp,Combined TP,2025,3357.6826905976295,20.31751486996024,8.586317401599787
DEU,Residential,resid,A_tp,Combined TP,2030,2931.135321013327,17.31852671032982,8.462488392234402
DEU,Residential,resid,A_tp,Combined TP,2035,2533.868994444279,13.556540580128674,6.220569449857968
DEU,Residential,resid,A_tp,Combined TP,2040,2166.459935379445,10.677190510325918,4.588478479903888
DEU,Residential,resid,A_tp,Combined TP,2045,1827.3584409172654,8.426755399732302,3.375685788669077
DEU,Residential,resid,A_tp,Combined TP,2050,1513.6217283016258,6.49268433767211,2.458508599223987
DEU,Residential,resid,A_tp,Combined TP,2055,1506.2769619430233,0,2.2047682313458603
DEU,Residential,resid,A_tp,Combined TP,2060,1498.0901833495607,3.306922173978292e-4,2.429629371153881
DEU,Residential,resid,A_tp,Combined TP,2070,1480.8566080014034,0.08347125410252076,2.793612144583411
DEU,Residential,resid,A_tp,Combined TP,2080,1461.5349311837815,0.1434463632924126,3.2681526087901354
DEU,Residential,resid,A_tp,Combined TP,2090,1429.8653246938102,0.002585581899585505,3.737927273125922
DEU,Residential,resid,A_tp,Combined TP,2100,1391.6813260937026,0,4.156451116501618
DEU,Commercial,comm,R,Reference,2025,5928.00307604721,106.957694326002,37.831264703002
DEU,Commercial,comm,R,Reference,2030,6128.69146672633,80.96635101191,40.828672876086
DEU,Commercial,comm,R,Reference,2035,6261.92492596089,70.026019048676,43.379327201764
DEU,Commercial,comm,R,Reference,2040,6345.49469962373,62.253742997762,45.539788265194
DEU,Commercial,comm,R,Reference,2045,6389.38501762165,56.134488869444,47.35642526986
DEU,Commercial,comm,R,Reference,2050,6403.81493357033,51.75351294144,48.867529751704
DEU,Commercial,comm,R,Reference,2055,6395.19724259309,48.375014305244,50.098552500692
DEU,Commercial,comm,R,Reference,2060,6370.47238932265,46.112681827044,51.057652481132
DEU,Commercial,comm,R,Reference,2070,6294.94033789321,45.765485922644,53.318691065588
DEU,Commercial,comm,R,Reference,2080,6199.96362431601,43.563399753992,53.061071111712
DEU,Commercial,comm,R,Reference,2090,6051.62315346453,36.318639991834,51.152687076982
DEU,Commercial,comm,R,Reference,2100,5876.94256062045,30.345551443741996,47.813610728149996
DEU,Commercial,comm,N_r,Narrow R,2025,5928.00307604721,106.957694326002,37.831264703002
DEU,Commercial,comm,N_r,Narrow R,2030,6092.37500649433,73.70305896551,40.828672876086
DEU,Commercial,comm,N_r,Narrow R,2035,6199.32725177629,64.766858509994,43.376409453602
DEU,Commercial,comm,N_r,Narrow R,2040,6264.67971571685,58.588577580734,45.518084792622
DEU,Commercial,comm,N_r,Narrow R,2045,6297.03377845749,53.760055011118,47.28924246299
DEU,Commercial,comm,N_r,Narrow R,2050,6304.35297683721,50.18623052778,48.722390851835996
DEU,Commercial,comm,N_r,Narrow R,2055,6291.4748457450905,47.26663834681,49.842264565234004
DEU,Commercial,comm,N_r,Narrow R,2060,6264.52003640741,45.270311970550004,50.661273838086004
DEU,Commercial,comm,N_r,Narrow R,2070,6188.17642610089,45.032186638957,52.666547669609
DEU,Commercial,comm,N_r,Narrow R,2080,6094.36883419957,42.704554176163,52.085313366295
DEU,Commercial,comm,N_r,Narrow R,2090,5948.46722105321,35.375473699096,49.965635013732
DEU,Commercial,comm,N_r,Narrow R,2100,5776.74975698485,29.412493161542997,46.584239568379
DEU,Commercial,comm,N_tp,Narrow TP,2025,5928.00307604721,106.957694326002,37.831264703002
DEU,Commercial,comm,N_tp,Narrow TP,2030,6031.84757277437,61.597572221518,40.828672876086
