region_gea,fuel_heat,bld_age_min,year,value
AFR,biomass_solid,20,NA,0.01
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
AFR,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.01
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
SAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.01
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
PAS,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.01
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
LAC,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.01
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
MEA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.01
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
CPA,biomass_solid,20,NA,0.03
