region_gea,mat,eneff_i,eneff_f,year,value
FSU,perm,s2,sr22_low,NA,0.05
FSU,perm,s2,sr22_low,NA,0.05
FSU,perm,s2,sr22_low,NA,0.05
FSU,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
PAO,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
CPA,perm,s2,sr22_low,NA,0.05
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
SAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
PAS,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
MEA,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
AFR,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
LAC,perm,s2,sr22_low,NA,0
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
"NAM",perm,s3,sr31_std,NA,0.95
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
WEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
EEU,perm,s3,sr31_std,NA,0.9
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
FSU,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
PAO,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
CPA,perm,s3,sr31_std,NA,0.95
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
SAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
PAS,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
MEA,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
AFR,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
LAC,perm,s3,sr31_std,NA,1
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
"NAM",perm,s3,sr32_low,NA,0.05
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
WEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
EEU,perm,s3,sr32_low,NA,0.1
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
FSU,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
PAO,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
CPA,perm,s3,sr32_low,NA,0.05
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
SAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
PAS,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
MEA,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
AFR,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
LAC,perm,s3,sr32_low,NA,0
