region_bld,urt,clim,clim_name,popshr
R32SSA-L,urb,6,Zone_2A Hot Humid,0.15977399582832555
R32SSA-L,urb,7,Zone_2B Hot Dry,0.017347424042980803
R32SSA-L,urb,9,Zone_3A Warm Humid,0.006532110891149182
R32SSA-L,urb,11,Zone_3C Warm Marine,0.09822961330892219
R32SSA-M,rur,3,Zone_1A Very hot Humid,0.19964507370060572
R32SSA-M,rur,4,Zone_1B Very hot Dry,0.017572157331297793
R32SSA-M,rur,6,Zone_2A Hot Humid,0.5137025876777264
R32SSA-M,rur,7,Zone_2B Hot Dry,0.18608756933962192
R32SSA-M,rur,11,Zone_3C Warm Marine,0.0829926119507482
R32SSA-M,urb,3,Zone_1A Very hot Humid,0.20468707377132644
R32SSA-M,urb,4,Zone_1B Very hot Dry,0.20787916147800825
R32SSA-M,urb,6,Zone_2A Hot Humid,0.24573836019626538
R32SSA-M,urb,7,Zone_2B Hot Dry,0.12906099246835942
R32SSA-M,urb,11,Zone_3C Warm Marine,0.2126344120860404
R32TUR,rur,9,Zone_3A Warm Humid,0.06881773461782263
R32TUR,rur,12,Zone_4A Mixed Humid,0.23679710498161805
R32TUR,rur,14,Zone_4C Mixed Marine,0.1803045780973201
R32TUR,rur,15,Zone_5A Cool Humid,0.2510746222632571
R32TUR,rur,17,Zone_5C Cool Marine,0.15032353676697002
R32TUR,rur,18,Zone_6A Cold Humid,0.11268242327301205
R32TUR,urb,9,Zone_3A Warm Humid,0.445570885631115
R32TUR,urb,12,Zone_4A Mixed Humid,0.341948597719817
R32TUR,urb,14,Zone_4C Mixed Marine,0.0595289270702585
R32TUR,urb,15,Zone_5A Cool Humid,0.0688378522479379
R32TUR,urb,17,Zone_5C Cool Marine,0.0749116761705539
R32TUR,urb,18,Zone_6A Cold Humid,0.0092020611603177
R32USA,rur,3,Zone_1A Very hot Humid,0.002678944235717078
R32USA,rur,6,Zone_2A Hot Humid,0.09208858549882526
R32USA,rur,7,Zone_2B Hot Dry,0.006805986565138726
R32USA,rur,9,Zone_3A Warm Humid,0.23976318910408764
R32USA,rur,10,Zone_3B Warm Dry,0.017183519433951175
R32USA,rur,11,Zone_3C Warm Marine,0.008023279033747728
R32USA,rur,12,Zone_4A Mixed Humid,0.2266807322841624
R32USA,rur,14,Zone_4C Mixed Marine,0.019533208791851848
R32USA,rur,15,Zone_5A Cool Humid,0.22938728244576287
R32USA,rur,17,Zone_5C Cool Marine,0.018277811254772573
R32USA,rur,18,Zone_6A Cold Humid,0.11841188834423289
R32USA,rur,21,Zone_7A Very cold Humid,0.021165573007749842
R32USA,urb,3,Zone_1A Very hot Humid,0.039962704761094404
R32USA,urb,6,Zone_2A Hot Humid,0.11556928490124856
R32USA,urb,7,Zone_2B Hot Dry,0.01775949644372552
R32USA,urb,9,Zone_3A Warm Humid,0.14747475037145114
R32USA,urb,10,Zone_3B Warm Dry,0.026813116941851057
R32USA,urb,11,Zone_3C Warm Marine,0.07954590963202034
R32USA,urb,12,Zone_4A Mixed Humid,0.2375344385677327
R32USA,urb,14,Zone_4C Mixed Marine,0.03282533969425468
R32USA,urb,15,Zone_5A Cool Humid,0.22923217725973272
R32USA,urb,17,Zone_5C Cool Marine,0.016290544563503276
R32USA,urb,18,Zone_6A Cold Humid,0.053079422142623525
R32USA,urb,21,Zone_7A Very cold Humid,0.003912814720762187
