region_bld,ssp,urt,y2015,y2020,y2025,y2030,y2035,y2040,y2045,y2050,y2055,y2060,y2065,y2070,y2075,y2080,y2085,y2090,y2095,y2100
R32SAF,SSP1,rur,18.15435126,17.05360363,15.83965873,14.52213371,13.18459384,11.85776038,10.56439149,9.327931134,8.162470579,7.078772836,6.086875286,5.189337034,4.387672456,3.681923221,3.069154926,2.543369683,2.09618352,1.718852274
R32SAF,SSP1,urb,34.24126958,37.65550638,40.94479549,43.94620557,46.70823416,49.17710476,51.29043713,53.01601563,54.30897598,55.13593571,55.50047272,55.39091313,54.82570345,53.85762871,52.55487771,50.98292596,49.18866478,47.21654933
R32SSA-L,SSP1,rur,500.9683811,514.3633209,519.4417062,515.2377871,504.4179408,486.9680925,463.5133131,435.3636236,404.3278003,371.7452335,338.8893289,306.466843,275.0748792,245.2275308,217.2964646,191.4856576,167.8855881,146.5040661
R32SSA-L,SSP1,urb,320.006975,394.6211081,476.8869188,564.0164498,656.0805443,750.0218173,842.5532047,931.0582863,1014.288886,1090.905436,1160.349222,1221.309133,1272.816481,1314.473059,1346.299441,1368.402656,1381.045154,1384.61476
R32SSA-M,SSP1,rur,11.64983451,11.6191583,11.35948596,10.87846637,10.25945072,9.531583284,8.729512135,7.890663518,7.053847157,6.245492391,5.481837013,4.773570983,4.12724967,3.545934825,3.029916345,2.576494477,2.181929152,1.842061803
R32SSA-M,SSP1,urb,18.43580004,21.7720779,25.20798467,28.5972181,31.9611965,35.19971482,38.22005798,40.95050809,43.3717856,45.46129713,47.18966605,48.53414186,49.4852623,50.04564455,50.2299841,50.05277079,49.53767871,48.72631014
R32TUR,SSP1,rur,20.88042035,19.55398834,18.18564507,16.81174319,15.49105837,14.21785695,12.98559305,11.79846837,10.67369957,9.621524225,8.645786935,7.744458461,6.91306404,6.149408721,5.453289243,4.823650202,4.256724617,3.730597621
R32TUR,SSP1,urb,55.75717693,60.25623231,64.1955911,67.54227956,70.42612243,72.77215687,74.49186592,75.55148004,76.02315859,75.97955223,75.48002118,74.55427429,73.21446037,71.49793499,69.4749949,67.22158866,64.78780032,61.92467708
R32USA,SSP1,rur,52.6325014,50.31183567,47.97143809,45.55336561,43.09309987,40.61236616,38.113257,35.64671946,33.25939374,30.97935838,28.78055044,26.66113899,24.619278,22.6124555,20.64761439,18.76007591,16.94914126,15.22440335
R32USA,SSP1,urb,274.279144,290.030452,305.9701581,321.5442409,336.7083776,351.3375865,365.1340548,378.257999,390.9771234,403.5043555,415.4206247,426.5219939,436.5837754,444.5568977,450.0822945,453.4666474,454.3450824,452.6298971
