region,year,urt,n_hh
C-EEU-SVN,2045,urb,645680.1835
C-EEU-SVN,2050,urb,672688.13475
C-WEU-AUT,2000,rur,1764915.464652837
C-WEU-AUT,2001,rur,1752866.8280958731
C-WEU-AUT,2002,rur,1740645.786121941
C-WEU-AUT,2003,rur,1728252.3387310407
C-WEU-AUT,2004,rur,1715686.4859231715
C-WEU-AUT,2005,rur,1697698.3311184973
C-WEU-AUT,2006,rur,1684849.6953832295
C-WEU-AUT,2007,rur,1671828.654230993
C-WEU-AUT,2008,rur,1658635.2076617887
C-WEU-AUT,2009,rur,1645269.3556756158
C-WEU-AUT,2010,rur,1631731.0982724745
C-WEU-AUT,2011,rur,1634227.1486708415
C-WEU-AUT,2012,rur,1636138.6065611462
C-WEU-AUT,2013,rur,1637465.471943389
C-WEU-AUT,2014,rur,1638207.7448175687
C-WEU-AUT,2015,rur,1638365.4251836862
C-WEU-AUT,2016,rur,1636407.6983243872
C-WEU-AUT,2017,rur,1633906.9559113348
C-WEU-AUT,2018,rur,1630863.1979445296
C-WEU-AUT,2019,rur,1627276.4244239703
C-WEU-AUT,2020,rur,1623146.63535
C-WEU-AUT,2025,rur,1567370.76743
C-WEU-AUT,2030,rur,1502537.42158
C-WEU-AUT,2035,rur,1441159.70567
C-WEU-AUT,2040,rur,1363357.54419
C-WEU-AUT,2045,rur,1292627.18763
C-WEU-AUT,2050,rur,1227308.37889
C-WEU-AUT,2000,urb,1732321.2187633978
C-WEU-AUT,2001,urb,1759681.1712145356
C-WEU-AUT,2002,urb,1787213.5290826417
C-WEU-AUT,2003,urb,1814918.2923677159
C-WEU-AUT,2004,urb,1842795.461069759
C-WEU-AUT,2005,urb,1865077.5416197397
C-WEU-AUT,2006,urb,1893237.4932491814
C-WEU-AUT,2007,urb,1921569.850295591
C-WEU-AUT,2008,urb,1950074.6127589697
C-WEU-AUT,2009,urb,1978751.780639316
C-WEU-AUT,2010,urb,2007601.3539366312
C-WEU-AUT,2011,urb,2057022.9330287082
C-WEU-AUT,2012,urb,2107029.104628848
C-WEU-AUT,2013,urb,2157619.86873705
C-WEU-AUT,2014,urb,2208795.225353314
C-WEU-AUT,2015,urb,2260555.174477641
C-WEU-AUT,2016,urb,2310738.0837306743
C-WEU-AUT,2017,urb,2361464.008537461
C-WEU-AUT,2018,urb,2412732.948898001
C-WEU-AUT,2019,urb,2464544.904812295
C-WEU-AUT,2020,urb,2516899.87628
C-WEU-AUT,2025,urb,2739657.804
C-WEU-AUT,2030,urb,2939291.35891
C-WEU-AUT,2035,urb,3134676.79432
C-WEU-AUT,2040,urb,3277859.62753
C-WEU-AUT,2045,urb,3416568.73073
C-WEU-AUT,2050,urb,3548953.99225
C-WEU-BEL,2000,rur,86565.26140790558
C-WEU-BEL,2001,rur,87770.4905014289
C-WEU-BEL,2002,rur,88983.64181551755
C-WEU-BEL,2003,rur,90204.71535017097
C-WEU-BEL,2004,rur,91433.71110539019
C-WEU-BEL,2005,rur,92082.5646968856
C-WEU-BEL,2006,rur,93324.31595246565
C-WEU-BEL,2007,rur,94573.98942861098
C-WEU-BEL,2008,rur,95831.58512532111
C-WEU-BEL,2009,rur,97097.10304259702
C-WEU-BEL,2010,rur,98370.54318043828
C-WEU-BEL,2011,rur,99535.44900832845
C-WEU-BEL,2012,rur,100707.09100833707
C-WEU-BEL,2013,rur,101885.46918046361
C-WEU-BEL,2014,rur,103070.58352470915
C-WEU-BEL,2015,rur,104262.43404107315
C-WEU-BEL,2016,rur,105724.87373531846
C-WEU-BEL,2017,rur,107196.67008501501
C-WEU-BEL,2018,rur,108677.82309016223
C-WEU-BEL,2019,rur,110168.33275076128
C-WEU-BEL,2020,rur,111668.19907
C-WEU-BEL,2025,rur,118525.49336
C-WEU-BEL,2030,rur,125431.2162
C-WEU-BEL,2035,rur,132804.09173
C-WEU-BEL,2040,rur,140639.52433
C-WEU-BEL,2045,rur,149014.2502
C-WEU-BEL,2050,rur,155405.48627
C-WEU-BEL,2000,urb,4318791.553243915
C-WEU-BEL,2001,urb,4354955.289081046
C-WEU-BEL,2002,urb,4391111.102697615
C-WEU-BEL,2003,urb,4427258.9940936165
C-WEU-BEL,2004,urb,4463398.963269052
C-WEU-BEL,2005,urb,4470978.123949682
C-WEU-BEL,2006,urb,4507105.3376247585
C-WEU-BEL,2007,urb,4543224.629079269
C-WEU-BEL,2008,urb,4579335.998313215
C-WEU-BEL,2009,urb,4615439.445326594
C-WEU-BEL,2010,urb,4651534.970119408
C-WEU-BEL,2011,urb,4682144.461076691
C-WEU-BEL,2012,urb,4712747.215861855
C-WEU-BEL,2013,urb,4743343.2344749
C-WEU-BEL,2014,urb,4773932.516915827
C-WEU-BEL,2015,urb,4804515.063184636
C-WEU-BEL,2016,urb,4847187.790713249
C-WEU-BEL,2017,urb,4889851.161586411
C-WEU-BEL,2018,urb,4932505.175804121
C-WEU-BEL,2019,urb,4975149.833366381
C-WEU-BEL,2020,urb,5017785.13427
C-WEU-BEL,2025,urb,5196519.05209
C-WEU-BEL,2030,urb,5368708.7838
C-WEU-BEL,2035,urb,5552302.57493
C-WEU-BEL,2040,urb,5748787.79274
C-WEU-BEL,2045,urb,5955625.2498
C-WEU-BEL,2050,urb,6078268.2511
C-WEU-CHE,2000,rur,884305.2417298653
C-WEU-CHE,2001,rur,900642.9783676729
C-WEU-CHE,2002,rur,916296.0603287381
C-WEU-CHE,2003,rur,931264.4876130602
C-WEU-CHE,2004,rur,945548.2602206403
C-WEU-CHE,2005,rur,959147.378151478
C-WEU-CHE,2006,rur,960294.777009611
C-WEU-CHE,2007,rur,961072.4623423031
C-WEU-CHE,2008,rur,961480.4341495539
C-WEU-CHE,2009,rur,961518.6924313642
C-WEU-CHE,2010,rur,961187.2371877334
C-WEU-CHE,2011,rur,957144.4170871852
C-WEU-CHE,2012,rur,952827.7351159401
C-WEU-CHE,2013,rur,948237.1912739977
C-WEU-CHE,2014,rur,943372.7855613584
C-WEU-CHE,2015,rur,938234.5179780225
C-WEU-CHE,2016,rur,937253.848802013
C-WEU-CHE,2017,rur,935862.3868199583
C-WEU-CHE,2018,rur,934060.1320318575
C-WEU-CHE,2019,rur,931847.0844377117
C-WEU-CHE,2020,rur,929223.24404
C-WEU-CHE,2025,rur,876725.09238
C-WEU-CHE,2030,rur,823044.25221
C-WEU-CHE,2035,rur,773825.0343
C-WEU-CHE,2040,rur,729573.70255
C-WEU-CHE,2045,rur,690614.77073
C-WEU-CHE,2050,rur,656623.59405
C-WEU-CHE,2000,urb,1884773.3295238265
C-WEU-CHE,2001,urb,1954969.2982376968
C-WEU-CHE,2002,urb,2025849.9216283096
C-WEU-CHE,2003,urb,2097415.199695665
C-WEU-CHE,2004,urb,2169665.132439763
C-WEU-CHE,2005,urb,2242599.719860603
C-WEU-CHE,2006,urb,2288180.521892376
C-WEU-CHE,2007,urb,2334131.03744959
C-WEU-CHE,2008,urb,2380451.266532245
C-WEU-CHE,2009,urb,2427141.2091403413
C-WEU-CHE,2010,urb,2474200.865273878
C-WEU-CHE,2011,urb,2512857.1675150967
C-WEU-CHE,2012,urb,2551787.331627013
C-WEU-CHE,2013,urb,2590991.357609627
C-WEU-CHE,2014,urb,2630469.245462937
C-WEU-CHE,2015,urb,2670220.9951869445
C-WEU-CHE,2016,urb,2723121.8875739602
C-WEU-CHE,2017,urb,2776433.572767022
C-WEU-CHE,2018,urb,2830156.050766129
C-WEU-CHE,2019,urb,2884289.321571282
C-WEU-CHE,2020,urb,2938833.38518
C-WEU-CHE,2025,urb,3100254.23346
C-WEU-CHE,2030,urb,3230162.9388
C-WEU-CHE,2035,urb,3349063.95446
C-WEU-CHE,2040,urb,3461933.26374
C-WEU-CHE,2045,urb,3574809.04949
C-WEU-CHE,2050,urb,3691013.25988
C-WEU-CYP,2000,rur,103440.79228930238
C-WEU-CYP,2001,rur,106605.35955897719
C-WEU-CYP,2002,rur,109678.00406601462
C-WEU-CYP,2003,rur,112658.7258104146
C-WEU-CYP,2004,rur,115547.52479217717
C-WEU-CYP,2005,rur,130413.87742770032
C-WEU-CYP,2006,rur,132982.96985933618
C-WEU-CYP,2007,rur,135460.13952833464
C-WEU-CYP,2008,rur,137845.38643469557
C-WEU-CYP,2009,rur,140138.71057841915
C-WEU-CYP,2010,rur,142340.11195950536
C-WEU-CYP,2011,rur,142696.82774730143
C-WEU-CYP,2012,rur,143003.9391640521
C-WEU-CYP,2013,rur,143261.4462097574
C-WEU-CYP,2014,rur,143469.34888441736
C-WEU-CYP,2015,rur,143627.64718803196
C-WEU-CYP,2016,rur,143667.99841837113
C-WEU-CYP,2017,rur,143660.50132590142
C-WEU-CYP,2018,rur,143605.15591062282
C-WEU-CYP,2019,rur,143501.96217253536
C-WEU-CYP,2020,rur,143350.92011
C-WEU-CYP,2025,rur,141830.08015
C-WEU-CYP,2030,rur,138212.72633
C-WEU-CYP,2035,rur,134379.01506
C-WEU-CYP,2040,rur,130690.9102
C-WEU-CYP,2045,rur,127302.4591
C-WEU-CYP,2050,rur,124178.50172
C-WEU-CYP,2000,urb,160910.83635701044
C-WEU-CYP,2001,urb,168768.18307263753
C-WEU-CYP,2002,urb,176717.45255090212
C-WEU-CYP,2003,urb,184758.64479180408
C-WEU-CYP,2004,urb,192891.75979534353
C-WEU-CYP,2005,urb,221627.90264437458
C-WEU-CYP,2006,urb,230080.7241980407
C-WEU-CYP,2007,urb,238625.46851434422
C-WEU-CYP,2008,urb,247262.1355932852
C-WEU-CYP,2009,urb,255990.72543486353
C-WEU-CYP,2010,urb,264811.23803907936
C-WEU-CYP,2011,urb,270402.288563677
C-WEU-CYP,2012,urb,276042.94345932
C-WEU-CYP,2013,urb,281733.2027260084
C-WEU-CYP,2014,urb,287473.06636374217
C-WEU-CYP,2015,urb,293262.5343725213
C-WEU-CYP,2016,urb,298959.39211207145
C-WEU-CYP,2017,urb,304704.0981744305
C-WEU-CYP,2018,urb,310496.6525595985
C-WEU-CYP,2019,urb,316337.0552675753
C-WEU-CYP,2020,urb,322225.3063
C-WEU-CYP,2025,urb,352265.30446
C-WEU-CYP,2030,urb,377756.68544
C-WEU-CYP,2035,urb,402642.98494
C-WEU-CYP,2040,urb,427817.25306
C-WEU-CYP,2045,urb,453854.62423
C-WEU-CYP,2050,urb,480744.05147
C-WEU-DEU,2000,rur,10545520.751988556
C-WEU-DEU,2001,rur,10522100.370398613
C-WEU-DEU,2002,rur,10495637.228710162
C-WEU-DEU,2003,rur,10466131.326923188
C-WEU-DEU,2004,rur,10433582.665037705
C-WEU-DEU,2005,rur,10292175.176530277
C-WEU-DEU,2006,rur,10255023.648857921
C-WEU-DEU,2007,rur,10214829.36108705
C-WEU-DEU,2008,rur,10171592.313217662
C-WEU-DEU,2009,rur,10125312.505249763
C-WEU-DEU,2010,rur,10075989.937183343
C-WEU-DEU,2011,rur,9939563.436708743
C-WEU-DEU,2012,rur,9802666.059910623
C-WEU-DEU,2013,rur,9665297.80678898
C-WEU-DEU,2014,rur,9527458.677343816
C-WEU-DEU,2015,rur,9389148.671575127
C-WEU-DEU,2016,rur,9250367.789482914
C-WEU-DEU,2017,rur,9111116.031067183
C-WEU-DEU,2018,rur,8971393.396327928
C-WEU-DEU,2019,rur,8831199.885265153
C-WEU-DEU,2020,rur,8690535.49788
C-WEU-DEU,2025,rur,8032632.69869
C-WEU-DEU,2030,rur,7380899.74351
C-WEU-DEU,2035,rur,6812598.06646
C-WEU-DEU,2040,rur,6319463.68122
C-WEU-DEU,2045,rur,5889105.51832
C-WEU-DEU,2050,rur,5507098.82385
C-WEU-DEU,2000,urb,27121089.07045151
C-WEU-DEU,2001,urb,27559506.73770914
C-WEU-DEU,2002,urb,28000967.16506529
C-WEU-DEU,2003,urb,28445470.352519948
C-WEU-DEU,2004,urb,28893016.30007313
C-WEU-DEU,2005,urb,29044987.2471445
C-WEU-DEU,2006,urb,29497136.06048455
C-WEU-DEU,2007,urb,29952327.633923102
C-WEU-DEU,2008,urb,30410561.967460185
C-WEU-DEU,2009,urb,30871839.06109577
C-WEU-DEU,2010,urb,31336158.91482988
C-WEU-DEU,2011,urb,31536807.49980016
C-WEU-DEU,2012,urb,31737926.961093955
C-WEU-DEU,2013,urb,31939517.298711278
C-WEU-DEU,2014,urb,32141578.51265212
C-WEU-DEU,2015,urb,32344110.60291649
C-WEU-DEU,2016,urb,32547113.56950438
C-WEU-DEU,2017,urb,32750587.412415784
C-WEU-DEU,2018,urb,32954532.131650724
C-WEU-DEU,2019,urb,33158947.72720917
C-WEU-DEU,2020,urb,33363834.19909
C-WEU-DEU,2025,urb,34621534.13804
C-WEU-DEU,2030,urb,35411886.33897
C-WEU-DEU,2035,urb,36117631.10021
C-WEU-DEU,2040,urb,36781502.63457
C-WEU-DEU,2045,urb,37422695.01359
C-WEU-DEU,2050,urb,38020397.41271
C-WEU-DNK,2000,rur,403828.74285941245
C-WEU-DNK,2001,rur,400636.96581637557
C-WEU-DNK,2002,rur,397388.7536939489
C-WEU-DNK,2003,rur,394084.10649213317
C-WEU-DNK,2004,rur,390723.02421092795
C-WEU-DNK,2005,rur,386041.52717506315
C-WEU-DNK,2006,rur,382585.36336039996
C-WEU-DNK,2007,rur,379072.7644663472
C-WEU-DNK,2008,rur,375503.7304929053
C-WEU-DNK,2009,rur,371878.2614400737
C-WEU-DNK,2010,rur,368196.3573078532
C-WEU-DNK,2011,rur,364030.2596839421
C-WEU-DNK,2012,rur,359820.8775492802
C-WEU-DNK,2013,rur,355568.210903868
C-WEU-DNK,2014,rur,351272.2597477053
C-WEU-DNK,2015,rur,346933.02408079227
C-WEU-DNK,2016,rur,344133.84212499805
C-WEU-DNK,2017,rur,341238.6464926379
C-WEU-DNK,2018,rur,338247.4371837125
C-WEU-DNK,2019,rur,335160.2141982213
C-WEU-DNK,2020,rur,331976.97754
C-WEU-DNK,2025,rur,310320.36744
C-WEU-DNK,2030,rur,289694.97301
C-WEU-DNK,2035,rur,271020.55442
C-WEU-DNK,2040,rur,254022.81101
C-WEU-DNK,2045,rur,238777.58145
C-WEU-DNK,2050,rur,225481.01036
C-WEU-DNK,2000,urb,2227320.2202589875
C-WEU-DNK,2001,urb,2244494.920837538
C-WEU-DNK,2002,urb,2261726.056495477
C-WEU-DNK,2003,urb,2279013.627232805
C-WEU-DNK,2004,urb,2296357.6330495235
C-WEU-DNK,2005,urb,2306207.0757614234
C-WEU-DNK,2006,urb,2323646.1631115996
C-WEU-DNK,2007,urb,2341141.6855411655
C-WEU-DNK,2008,urb,2358693.64305012
C-WEU-DNK,2009,urb,2376302.035638464
C-WEU-DNK,2010,urb,2393966.8633061973
C-WEU-DNK,2011,urb,2408857.56716164
C-WEU-DNK,2012,urb,2423791.5555278338
C-WEU-DNK,2013,urb,2438768.8284047768
C-WEU-DNK,2014,urb,2453789.3857924715
C-WEU-DNK,2015,urb,2468853.2276909156
C-WEU-DNK,2016,urb,2495441.7249503685
C-WEU-DNK,2017,urb,2522126.235886387
C-WEU-DNK,2018,urb,2548906.7604989703
C-WEU-DNK,2019,urb,2575783.29878812
C-WEU-DNK,2020,urb,2602755.85075
C-WEU-DNK,2025,urb,2701621.4693
C-WEU-DNK,2030,urb,2785296.77957
C-WEU-DNK,2035,urb,2864339.86225
C-WEU-DNK,2040,urb,2938822.97846
C-WEU-DNK,2045,urb,3012551.14196
C-WEU-DNK,2050,urb,3091879.74233
C-WEU-ESP,2000,rur,3620255.5775242015
C-WEU-ESP,2001,rur,3668802.9271450914
C-WEU-ESP,2002,rur,3714982.865370908
C-WEU-ESP,2003,rur,3758795.392201651
C-WEU-ESP,2004,rur,3800240.50763732
C-WEU-ESP,2005,rur,3755893.8462105533
C-WEU-ESP,2006,rur,3793714.027562823
C-WEU-ESP,2007,rur,3829166.79752002
C-WEU-ESP,2008,rur,3862252.1560821426
C-WEU-ESP,2009,rur,3892970.1032491922
C-WEU-ESP,2010,rur,3921320.6390211685
C-WEU-ESP,2011,rur,3893227.722820751
C-WEU-ESP,2012,rur,3864331.0859896485
C-WEU-ESP,2013,rur,3834630.72852786
C-WEU-ESP,2014,rur,3804126.6504353853
C-WEU-ESP,2015,rur,3772818.8517122245
C-WEU-ESP,2016,rur,3739965.7023529247
C-WEU-ESP,2017,rur,3706331.948839856
C-WEU-ESP,2018,rur,3671917.5911730193
C-WEU-ESP,2019,rur,3636722.629352413
C-WEU-ESP,2020,rur,3600747.06338
C-WEU-ESP,2025,rur,3389443.60411
C-WEU-ESP,2030,rur,3198414.82669
C-WEU-ESP,2035,rur,3032156.26026
C-WEU-ESP,2040,rur,2889003.29521
C-WEU-ESP,2045,rur,2764854.21178
C-WEU-ESP,2050,rur,2656572.23659
C-WEU-ESP,2000,urb,10956976.475285657
C-WEU-ESP,2001,urb,11290516.18128049
C-WEU-ESP,2002,urb,11626423.298670398
C-WEU-ESP,2003,urb,11964697.827455379
C-WEU-ESP,2004,urb,12305339.767635433
C-WEU-ESP,2005,urb,12373513.734044958
C-WEU-ESP,2006,urb,12717780.60830841
C-WEU-ESP,2007,urb,13064414.893966937
C-WEU-ESP,2008,urb,13413416.591020536
C-WEU-ESP,2009,urb,13764785.699469209
C-WEU-ESP,2010,urb,14118522.219312957
C-WEU-ESP,2011,urb,14276331.183157384
C-WEU-ESP,2012,urb,14434943.867632503
C-WEU-ESP,2013,urb,14594360.272738304
C-WEU-ESP,2014,urb,14754580.39847479
C-WEU-ESP,2015,urb,14915604.244841961
C-WEU-ESP,2016,urb,15074442.570810424
C-WEU-ESP,2017,urb,15234061.500932654
C-WEU-ESP,2018,urb,15394461.035208657
C-WEU-ESP,2019,urb,15555641.173638426
C-WEU-ESP,2020,urb,15717601.91622
C-WEU-ESP,2025,urb,16443462.22923
C-WEU-ESP,2030,urb,17149029.85416
C-WEU-ESP,2035,urb,17877824.17453
C-WEU-ESP,2040,urb,18649826.92702
C-WEU-ESP,2045,urb,19464235.78822
C-WEU-ESP,2050,urb,20322168.69364
C-WEU-FIN,2000,rur,439472.884010631
C-WEU-FIN,2001,rur,436041.0408861197
C-WEU-FIN,2002,rur,432551.0986478946
C-WEU-FIN,2003,rur,429003.0572959553
C-WEU-FIN,2004,rur,425396.91683030233
C-WEU-FIN,2005,rur,420468.36539479333
C-WEU-FIN,2006,rur,416763.4267261903
C-WEU-FIN,2007,rur,413000.38894387346
C-WEU-FIN,2008,rur,409179.25204784237
C-WEU-FIN,2009,rur,405300.0160380976
C-WEU-FIN,2010,rur,401362.6809146385
C-WEU-FIN,2011,rur,400989.25790258707
C-WEU-FIN,2012,rur,400449.0670161334
C-WEU-FIN,2013,rur,399742.10825527686
C-WEU-FIN,2014,rur,398868.381620018
C-WEU-FIN,2015,rur,397827.88711035624
C-WEU-FIN,2016,rur,393091.21138793987
C-WEU-FIN,2017,rur,388302.2448444625
C-WEU-FIN,2018,rur,383460.9874799235
C-WEU-FIN,2019,rur,378567.4392943236
C-WEU-FIN,2020,rur,373621.60029
C-WEU-FIN,2025,rur,345417.97892
C-WEU-FIN,2030,rur,319530.90241
C-WEU-FIN,2035,rur,297454.2505
C-WEU-FIN,2040,rur,278540.39964
C-WEU-FIN,2045,rur,262343.14906
C-WEU-FIN,2050,rur,248837.72501
C-WEU-FIN,2000,urb,1997575.2167525867
C-WEU-FIN,2001,urb,2013517.635612239
C-WEU-FIN,2002,urb,2029518.153585605
C-WEU-FIN,2003,urb,2045576.7706726855
C-WEU-FIN,2004,urb,2061693.4868734796
C-WEU-FIN,2005,urb,2071639.0634505919
C-WEU-FIN,2006,urb,2087854.5778543362
C-WEU-FIN,2007,urb,2104128.1913717943
C-WEU-FIN,2008,urb,2120459.9040029664
C-WEU-FIN,2009,urb,2136849.7157478523
C-WEU-FIN,2010,urb,2153297.6266064523
C-WEU-FIN,2011,urb,2189581.444623366
C-WEU-FIN,2012,urb,2226032.0305146826
C-WEU-FIN,2013,urb,2262649.384280402
C-WEU-FIN,2014,urb,2299433.505920524
C-WEU-FIN,2015,urb,2336384.3954350483
C-WEU-FIN,2016,urb,2352380.9378803843
C-WEU-FIN,2017,urb,2368429.771146781
C-WEU-FIN,2018,urb,2384530.8952342384
C-WEU-FIN,2019,urb,2400684.310142757
C-WEU-FIN,2020,urb,2416890.01587
C-WEU-FIN,2025,urb,2479393.75578
C-WEU-FIN,2030,urb,2522764.97388
C-WEU-FIN,2035,urb,2563783.2495
C-WEU-FIN,2040,urb,2604005.38984
C-WEU-FIN,2045,urb,2645150.46796
C-WEU-FIN,2050,urb,2693202.05994
C-WEU-FRA,2000,rur,5735833.944606542
C-WEU-FRA,2001,rur,5770916.41456162
C-WEU-FRA,2002,rur,5803297.787633675
C-WEU-FRA,2003,rur,5832978.063822708
C-WEU-FRA,2004,rur,5859957.243128718
C-WEU-FRA,2005,rur,5786794.135240043
C-WEU-FRA,2006,rur,5809669.665568254
C-WEU-FRA,2007,rur,5829844.099013441
C-WEU-FRA,2008,rur,5847317.435575608
C-WEU-FRA,2009,rur,5862089.675254752
C-WEU-FRA,2010,rur,5874160.8180508725
C-WEU-FRA,2011,rur,5870814.174300206
C-WEU-FRA,2012,rur,5865134.826427942
C-WEU-FRA,2013,rur,5857122.77443408
C-WEU-FRA,2014,rur,5846778.018318622
C-WEU-FRA,2015,rur,5834100.558081565
C-WEU-FRA,2016,rur,5784323.792097944
C-WEU-FRA,2017,rur,5733300.120711918
C-WEU-FRA,2018,rur,5681029.543923485
C-WEU-FRA,2019,rur,5627512.061732647
C-WEU-FRA,2020,rur,5572747.67414
C-WEU-FRA,2025,rur,5283197.71543
C-WEU-FRA,2030,rur,5027860.83576
C-WEU-FRA,2035,rur,4806838.87569
C-WEU-FRA,2040,rur,4542421.14542
C-WEU-FRA,2045,rur,4298209.62208
C-WEU-FRA,2050,rur,4069654.41804
C-WEU-FRA,2000,urb,17411195.694645066
C-WEU-FRA,2001,urb,17812336.881508846
C-WEU-FRA,2002,urb,18216179.16525564
C-WEU-FRA,2003,urb,18622722.54588546
C-WEU-FRA,2004,urb,19031967.023398302
C-WEU-FRA,2005,urb,19121927.176915813
C-WEU-FRA,2006,urb,19535275.30340646
C-WEU-FRA,2007,urb,19951324.526780125
C-WEU-FRA,2008,urb,20370074.847036812
C-WEU-FRA,2009,urb,20791526.264176525
C-WEU-FRA,2010,urb,21215678.778199255
C-WEU-FRA,2011,urb,21595754.12375827
C-WEU-FRA,2012,urb,21978162.17343888
C-WEU-FRA,2013,urb,22362902.927241087
C-WEU-FRA,2014,urb,22749976.385164894
C-WEU-FRA,2015,urb,23139382.547210295
C-WEU-FRA,2016,urb,23390532.924693543
C-WEU-FRA,2017,urb,23642930.2075792
C-WEU-FRA,2018,urb,23896574.39586726
C-WEU-FRA,2019,urb,24151465.48955773
C-WEU-FRA,2020,urb,24407603.48865
C-WEU-FRA,2025,urb,25721483.71314
C-WEU-FRA,2030,urb,27058041.11546
C-WEU-FRA,2035,urb,28456180.12431
C-WEU-FRA,2040,urb,29452648.04649
C-WEU-FRA,2045,urb,30401149.56159
C-WEU-FRA,2050,urb,31294044.03557
C-WEU-GBR,2000,rur,4801181.482141072
C-WEU-GBR,2001,rur,4846355.579580568
C-WEU-GBR,2002,rur,4889299.174681946
C-WEU-GBR,2003,rur,4930012.267445202
C-WEU-GBR,2004,rur,4968494.857870342
C-WEU-GBR,2005,rur,4914192.12411844
C-WEU-GBR,2006,rur,4949284.485934508
C-WEU-GBR,2007,rur,4982146.345412457
C-WEU-GBR,2008,rur,5012777.702552286
C-WEU-GBR,2009,rur,5041178.557353998
C-WEU-GBR,2010,rur,5067348.909817587
C-WEU-GBR,2011,rur,5029697.233877765
C-WEU-GBR,2012,rur,4991382.881639616
C-WEU-GBR,2013,rur,4952405.853103136
C-WEU-GBR,2014,rur,4912766.148268329
C-WEU-GBR,2015,rur,4872463.767135189
C-WEU-GBR,2016,rur,4862332.11082667
C-WEU-GBR,2017,rur,4850699.564842541
C-WEU-GBR,2018,rur,4837566.12918279
C-WEU-GBR,2019,rur,4822931.803847429
C-WEU-GBR,2020,rur,4806796.58884
C-WEU-GBR,2025,rur,4623462.9675
C-WEU-GBR,2030,rur,4439923.38988
C-WEU-GBR,2035,rur,4259407.086
C-WEU-GBR,2040,rur,4085829.6318
C-WEU-GBR,2045,rur,3921219.48694
C-WEU-GBR,2050,rur,3707924.43675
C-WEU-GBR,2000,urb,18283641.491900053
C-WEU-GBR,2001,urb,18718765.05555432
C-WEU-GBR,2002,urb,19156119.121546693
C-WEU-GBR,2003,urb,19595703.689877193
C-WEU-GBR,2004,urb,20037518.760545813
C-WEU-GBR,2005,urb,20110975.28494833
C-WEU-GBR,2006,urb,20556180.584226023
C-WEU-GBR,2007,urb,21003616.385841824
C-WEU-GBR,2008,urb,21453282.689795755
C-WEU-GBR,2009,urb,21905179.4960878
C-WEU-GBR,2010,urb,22359306.804717965
C-WEU-GBR,2011,urb,22539653.63533681
C-WEU-GBR,2012,urb,22720663.142253973
C-WEU-GBR,2013,urb,22902335.325469475
C-WEU-GBR,2014,urb,23084670.184983302
C-WEU-GBR,2015,urb,23267667.720795456
C-WEU-GBR,2016,urb,23600988.368407845
C-WEU-GBR,2017,urb,23935809.905695852
C-WEU-GBR,2018,urb,24272132.332659468
C-WEU-GBR,2019,urb,24609955.6492987
C-WEU-GBR,2020,urb,24949279.85561
C-WEU-GBR,2025,urb,26214014.30523
C-WEU-GBR,2030,urb,27520365.91245
C-WEU-GBR,2035,urb,28882571.48543
C-WEU-GBR,2040,urb,30332750.3682
C-WEU-GBR,2045,urb,31895546.01306
C-WEU-GBR,2050,urb,33062448.79558
C-WEU-GRC,2000,rur,1047238.8058998744
C-WEU-GRC,2001,rur,1038373.2067741281
C-WEU-GRC,2002,rur,1029446.3652621077
C-WEU-GRC,2003,rur,1020458.2813638132
C-WEU-GRC,2004,rur,1011408.9550792435
C-WEU-GRC,2005,rur,1000323.6544401032
C-WEU-GRC,2006,rur,991174.9984966351
C-WEU-GRC,2007,rur,981965.1001668927
C-WEU-GRC,2008,rur,972693.9594508765
C-WEU-GRC,2009,rur,963361.5763485847
C-WEU-GRC,2010,rur,953967.9508600191
C-WEU-GRC,2011,rur,943048.9975222787
C-WEU-GRC,2012,rur,932105.7350606371
C-WEU-GRC,2013,rur,921138.1634750946
C-WEU-GRC,2014,rur,910146.2827656503
C-WEU-GRC,2015,rur,899130.0929323045
C-WEU-GRC,2016,rur,887886.4250707822
C-WEU-GRC,2017,rur,876623.9182350417
C-WEU-GRC,2018,rur,865342.5724250838
C-WEU-GRC,2019,rur,854042.3876409071
C-WEU-GRC,2020,rur,842723.36388
C-WEU-GRC,2025,rur,784883.31037
C-WEU-GRC,2030,rur,733011.7844
C-WEU-GRC,2035,rur,686590.63812
C-WEU-GRC,2040,rur,645200.24408
C-WEU-GRC,2045,rur,607685.2459
C-WEU-GRC,2050,rur,573286.15931
C-WEU-GRC,2000,urb,2952603.856615881
C-WEU-GRC,2001,urb,2972028.487857916
C-WEU-GRC,2002,urb,2991514.3614862263
C-WEU-GRC,2003,urb,3011061.4775008108
C-WEU-GRC,2004,urb,3030669.835901669
C-WEU-GRC,2005,urb,3044329.6467086263
C-WEU-GRC,2006,urb,3064037.334768383
C-WEU-GRC,2007,urb,3083806.265214415
C-WEU-GRC,2008,urb,3103636.438046721
C-WEU-GRC,2009,urb,3123527.8532653004
C-WEU-GRC,2010,urb,3143480.5108701563
C-WEU-GRC,2011,urb,3158590.6924667573
C-WEU-GRC,2012,urb,3173725.18318726
C-WEU-GRC,2013,urb,3188883.9830316636
C-WEU-GRC,2014,urb,3204067.0919999694
C-WEU-GRC,2015,urb,3219274.5100921765
C-WEU-GRC,2016,urb,3233766.276956803
C-WEU-GRC,2017,urb,3248276.882795647
