region,urt,year,cool_use_Kwh,fuel
C-WEU-FRA,rur,2040,1313583663.007122,electricity
C-WEU-FRA,rur,2045,1294013838.8069797,electricity
C-WEU-FRA,rur,2050,1273037216.4337046,electricity
C-WEU-FRA,rur,2055,1235873094.3978024,electricity
C-WEU-FRA,rur,2060,1200488813.6019232,electricity
C-WEU-FRA,rur,2070,1119641070.238014,electricity
C-WEU-FRA,rur,2080,1030885800.5484077,electricity
C-WEU-FRA,rur,2090,941893694.2888519,electricity
C-WEU-FRA,rur,2100,851732502.405273,electricity
C-WEU-FRA,urb,2020,3385831896.251358,electricity
C-WEU-FRA,urb,2025,4972235515.377737,electricity
C-WEU-FRA,urb,2030,6617271767.222187,electricity
C-WEU-FRA,urb,2035,8072664680.774547,electricity
C-WEU-FRA,urb,2040,9057829183.530334,electricity
C-WEU-FRA,urb,2045,9503042364.206188,electricity
C-WEU-FRA,urb,2050,9899092629.030642,electricity
C-WEU-FRA,urb,2055,10250142153.03452,electricity
C-WEU-FRA,urb,2060,10577054588.085703,electricity
C-WEU-FRA,urb,2070,11176729781.650557,electricity
C-WEU-FRA,urb,2080,11716458583.712547,electricity
C-WEU-FRA,urb,2090,12161790921.840263,electricity
C-WEU-FRA,urb,2100,12493262018.65453,electricity
C-WEU-GBR,rur,2020,2235678.831564539,electricity
C-WEU-GBR,rur,2025,2239948.251154037,electricity
C-WEU-GBR,rur,2030,2231079.905200467,electricity
C-WEU-GBR,rur,2035,2207038.0141509324,electricity
C-WEU-GBR,rur,2040,2142403.8932334934,electricity
C-WEU-GBR,rur,2045,2068367.1404805344,electricity
C-WEU-GBR,rur,2050,1963088.2336740864,electricity
C-WEU-GBR,rur,2055,1845637.1017616093,electricity
C-WEU-GBR,rur,2060,1713065.5873406415,electricity
C-WEU-GBR,rur,2070,1423512.2465283335,electricity
C-WEU-GBR,rur,2080,1163509.1085807437,electricity
C-WEU-GBR,rur,2090,946646.1576506043,electricity
C-WEU-GBR,rur,2100,778611.2428435559,electricity
C-WEU-GBR,urb,2020,42814655.3556217,electricity
C-WEU-GBR,urb,2025,59911760.81649491,electricity
C-WEU-GBR,urb,2030,77380588.57652454,electricity
C-WEU-GBR,urb,2035,96213283.71295233,electricity
C-WEU-GBR,urb,2040,115776680.66895571,electricity
C-WEU-GBR,urb,2045,135938223.44862738,electricity
C-WEU-GBR,urb,2050,156529854.11292762,electricity
C-WEU-GBR,urb,2055,175991738.37943205,electricity
C-WEU-GBR,urb,2060,194271799.42806897,electricity
C-WEU-GBR,urb,2070,228465410.2323852,electricity
C-WEU-GBR,urb,2080,258503608.2582704,electricity
C-WEU-GBR,urb,2090,280196205.8928998,electricity
C-WEU-GBR,urb,2100,294629719.6524751,electricity
C-WEU-GRC,rur,2020,2078827265.9104543,electricity
C-WEU-GRC,rur,2025,2119724196.4993193,electricity
C-WEU-GRC,rur,2030,2167924105.323007,electricity
C-WEU-GRC,rur,2035,2170973416.1751294,electricity
C-WEU-GRC,rur,2040,2167117889.308807,electricity
C-WEU-GRC,rur,2045,2154582796.5117273,electricity
C-WEU-GRC,rur,2050,2124004037.2928205,electricity
C-WEU-GRC,rur,2055,2087484680.0359583,electricity
C-WEU-GRC,rur,2060,2035081440.282398,electricity
C-WEU-GRC,rur,2070,1887553002.1247525,electricity
C-WEU-GRC,rur,2080,1701100111.6984892,electricity
C-WEU-GRC,rur,2090,1493341853.1579971,electricity
C-WEU-GRC,rur,2100,1283605126.2440364,electricity
C-WEU-GRC,urb,2020,8754448019.212664,electricity
C-WEU-GRC,urb,2025,9380022571.66704,electricity
C-WEU-GRC,urb,2030,10061056030.718683,electricity
C-WEU-GRC,urb,2035,10584527966.147274,electricity
C-WEU-GRC,urb,2040,11070073590.840511,electricity
C-WEU-GRC,urb,2045,11396120656.159048,electricity
C-WEU-GRC,urb,2050,11729208063.895569,electricity
C-WEU-GRC,urb,2055,11926706567.792892,electricity
C-WEU-GRC,urb,2060,12050331988.42341,electricity
C-WEU-GRC,urb,2070,12084213033.20503,electricity
C-WEU-GRC,urb,2080,12012234593.487358,electricity
C-WEU-GRC,urb,2090,11909498925.728512,electricity
C-WEU-GRC,urb,2100,11705567563.624887,electricity
C-WEU-IRL,rur,2020,0,electricity
C-WEU-IRL,rur,2025,0,electricity
C-WEU-IRL,rur,2030,0,electricity
C-WEU-IRL,rur,2035,0,electricity
C-WEU-IRL,rur,2040,87.37693336117907,electricity
C-WEU-IRL,rur,2045,456.3739674994407,electricity
C-WEU-IRL,rur,2050,985.8839186310211,electricity
C-WEU-IRL,rur,2055,1411.3811000334015,electricity
C-WEU-IRL,rur,2060,1701.5342571879569,electricity
C-WEU-IRL,rur,2070,2004.212141570652,electricity
C-WEU-IRL,rur,2080,1968.385038097197,electricity
C-WEU-IRL,rur,2090,1823.8603999673019,electricity
C-WEU-IRL,rur,2100,1592.1305413754244,electricity
C-WEU-IRL,urb,2020,0,electricity
C-WEU-IRL,urb,2025,145467.64469307274,electricity
C-WEU-IRL,urb,2030,283348.8211208122,electricity
C-WEU-IRL,urb,2035,427157.05144871224,electricity
C-WEU-IRL,urb,2040,578577.9709884389,electricity
C-WEU-IRL,urb,2045,734796.2451418929,electricity
C-WEU-IRL,urb,2050,892589.4632313604,electricity
C-WEU-IRL,urb,2055,1041452.3922834767,electricity
C-WEU-IRL,urb,2060,1179813.7127071302,electricity
C-WEU-IRL,urb,2070,1425198.14417031,electricity
C-WEU-IRL,urb,2080,1635144.1287278612,electricity
C-WEU-IRL,urb,2090,1811487.2061479778,electricity
C-WEU-IRL,urb,2100,1934777.7965927888,electricity
C-WEU-ISL,rur,2020,0,electricity
C-WEU-ISL,rur,2025,0,electricity
C-WEU-ISL,rur,2030,0,electricity
C-WEU-ISL,rur,2035,0,electricity
C-WEU-ISL,rur,2040,0,electricity
C-WEU-ISL,rur,2045,0,electricity
C-WEU-ISL,rur,2050,0,electricity
C-WEU-ISL,rur,2055,0,electricity
C-WEU-ISL,rur,2060,0,electricity
C-WEU-ISL,rur,2070,0,electricity
C-WEU-ISL,rur,2080,0,electricity
C-WEU-ISL,rur,2090,0,electricity
C-WEU-ISL,rur,2100,0,electricity
C-WEU-ISL,urb,2020,0,electricity
C-WEU-ISL,urb,2025,0,electricity
C-WEU-ISL,urb,2030,0,electricity
C-WEU-ISL,urb,2035,0,electricity
C-WEU-ISL,urb,2040,0,electricity
C-WEU-ISL,urb,2045,0,electricity
C-WEU-ISL,urb,2050,0,electricity
C-WEU-ISL,urb,2055,0,electricity
C-WEU-ISL,urb,2060,0,electricity
C-WEU-ISL,urb,2070,0,electricity
C-WEU-ISL,urb,2080,0,electricity
C-WEU-ISL,urb,2090,0,electricity
C-WEU-ISL,urb,2100,0,electricity
C-WEU-ITA,rur,2020,10021409108.11897,electricity
C-WEU-ITA,rur,2025,10553034385.717516,electricity
C-WEU-ITA,rur,2030,10986880824.22438,electricity
C-WEU-ITA,rur,2035,11425577614.554592,electricity
C-WEU-ITA,rur,2040,11555071038.59148,electricity
C-WEU-ITA,rur,2045,11423052060.950472,electricity
C-WEU-ITA,rur,2050,11282652568.179214,electricity
C-WEU-ITA,rur,2055,11062048620.400124,electricity
C-WEU-ITA,rur,2060,10801042347.959478,electricity
C-WEU-ITA,rur,2070,10158907515.930103,electricity
C-WEU-ITA,rur,2080,9342379690.710432,electricity
C-WEU-ITA,rur,2090,8450925263.773243,electricity
C-WEU-ITA,rur,2100,7447358284.585716,electricity
C-WEU-ITA,urb,2020,25015248191.49245,electricity
C-WEU-ITA,urb,2025,27840734847.41586,electricity
C-WEU-ITA,urb,2030,30616587424.26259,electricity
C-WEU-ITA,urb,2035,33096798737.183617,electricity
C-WEU-ITA,urb,2040,35258784336.72218,electricity
C-WEU-ITA,urb,2045,36250739092.736664,electricity
C-WEU-ITA,urb,2050,37265351233.428734,electricity
C-WEU-ITA,urb,2055,38012047694.233444,electricity
C-WEU-ITA,urb,2060,38381055757.56019,electricity
C-WEU-ITA,urb,2070,38647105998.99483,electricity
C-WEU-ITA,urb,2080,38833833092.56667,electricity
C-WEU-ITA,urb,2090,38949268817.42019,electricity
C-WEU-ITA,urb,2100,38570685326.06245,electricity
C-WEU-LUX,rur,2020,1473571.202047684,electricity
C-WEU-LUX,rur,2025,1413522.063056611,electricity
C-WEU-LUX,rur,2030,1340166.4785431146,electricity
C-WEU-LUX,rur,2035,1271288.6774893948,electricity
C-WEU-LUX,rur,2040,1208042.0041175394,electricity
C-WEU-LUX,rur,2045,1149505.1604123765,electricity
C-WEU-LUX,rur,2050,1101021.867221169,electricity
C-WEU-LUX,rur,2055,1054680.7347262946,electricity
C-WEU-LUX,rur,2060,1008459.8805446734,electricity
C-WEU-LUX,rur,2070,910113.7077334513,electricity
C-WEU-LUX,rur,2080,811899.4945276208,electricity
C-WEU-LUX,rur,2090,718416.8304087728,electricity
C-WEU-LUX,rur,2100,629938.3067065,electricity
C-WEU-LUX,urb,2020,13489762.42468421,electricity
C-WEU-LUX,urb,2025,15261111.312453812,electricity
C-WEU-LUX,urb,2030,16709680.943141485,electricity
C-WEU-LUX,urb,2035,18097186.575610682,electricity
C-WEU-LUX,urb,2040,19453193.963709224,electricity
C-WEU-LUX,urb,2045,20812969.41689134,electricity
C-WEU-LUX,urb,2050,22205605.05435702,electricity
C-WEU-LUX,urb,2055,23481210.84997602,electricity
C-WEU-LUX,urb,2060,24626508.705518354,electricity
C-WEU-LUX,urb,2070,26327025.139935076,electricity
C-WEU-LUX,urb,2080,27321692.50632092,electricity
C-WEU-LUX,urb,2090,27649237.30230314,electricity
C-WEU-LUX,urb,2100,27352471.58187107,electricity
C-WEU-MLT,rur,2020,91386668.69326688,electricity
C-WEU-MLT,rur,2025,99165476.78918165,electricity
C-WEU-MLT,rur,2030,105193479.64375181,electricity
C-WEU-MLT,rur,2035,108184543.58591206,electricity
C-WEU-MLT,rur,2040,109940102.70680918,electricity
C-WEU-MLT,rur,2045,109167233.2563486,electricity
C-WEU-MLT,rur,2050,107991172.05011295,electricity
C-WEU-MLT,rur,2055,105344005.670523,electricity
C-WEU-MLT,rur,2060,101160147.35421734,electricity
C-WEU-MLT,rur,2070,90261165.64956602,electricity
C-WEU-MLT,rur,2080,76683147.07563467,electricity
C-WEU-MLT,rur,2090,62556176.67943489,electricity
C-WEU-MLT,rur,2100,50337530.35128777,electricity
C-WEU-MLT,urb,2020,1264236654.5251334,electricity
C-WEU-MLT,urb,2025,1347083121.1130548,electricity
C-WEU-MLT,urb,2030,1416552075.9215655,electricity
C-WEU-MLT,urb,2035,1463195081.558114,electricity
C-WEU-MLT,urb,2040,1490258783.2562988,electricity
C-WEU-MLT,urb,2045,1500329771.2791092,electricity
C-WEU-MLT,urb,2050,1505681725.147304,electricity
C-WEU-MLT,urb,2055,1507067743.960014,electricity
C-WEU-MLT,urb,2060,1503639147.6394649,electricity
C-WEU-MLT,urb,2070,1473134078.4464946,electricity
C-WEU-MLT,urb,2080,1413379723.4445715,electricity
C-WEU-MLT,urb,2090,1335974852.1639414,electricity
C-WEU-MLT,urb,2100,1259771770.6049838,electricity
C-WEU-NLD,rur,2020,44415194.91108787,electricity
C-WEU-NLD,rur,2025,41302737.492874585,electricity
C-WEU-NLD,rur,2030,38854349.7051832,electricity
C-WEU-NLD,rur,2035,36613142.1184083,electricity
C-WEU-NLD,rur,2040,34742896.67210086,electricity
C-WEU-NLD,rur,2045,32998470.654827714,electricity
C-WEU-NLD,rur,2050,31476718.515860178,electricity
C-WEU-NLD,rur,2055,29957264.10204777,electricity
C-WEU-NLD,rur,2060,28500323.04579121,electricity
C-WEU-NLD,rur,2070,26061730.12745549,electricity
C-WEU-NLD,rur,2080,24072546.81422974,electricity
C-WEU-NLD,rur,2090,22231921.06820667,electricity
C-WEU-NLD,rur,2100,20548745.64773128,electricity
C-WEU-NLD,urb,2020,351457674.45505416,electricity
C-WEU-NLD,urb,2025,370027566.3816473,electricity
C-WEU-NLD,urb,2030,386238179.2120288,electricity
C-WEU-NLD,urb,2035,400459189.31613266,electricity
C-WEU-NLD,urb,2040,412434029.48894155,electricity
C-WEU-NLD,urb,2045,422765795.5173411,electricity
C-WEU-NLD,urb,2050,432437749.8251869,electricity
C-WEU-NLD,urb,2055,440710125.3078914,electricity
C-WEU-NLD,urb,2060,448336219.14081335,electricity
C-WEU-NLD,urb,2070,463454819.84774494,electricity
C-WEU-NLD,urb,2080,476970299.6816385,electricity
C-WEU-NLD,urb,2090,482353076.92355686,electricity
C-WEU-NLD,urb,2100,480453708.7317069,electricity
C-WEU-NOR,rur,2020,9061045.111372601,electricity
C-WEU-NOR,rur,2025,8819076.154227562,electricity
C-WEU-NOR,rur,2030,8518104.771303395,electricity
C-WEU-NOR,rur,2035,8196773.685235908,electricity
C-WEU-NOR,rur,2040,7805146.204376252,electricity
C-WEU-NOR,rur,2045,7418946.746010019,electricity
C-WEU-NOR,rur,2050,7047182.194118307,electricity
C-WEU-NOR,rur,2055,6629724.089133646,electricity
C-WEU-NOR,rur,2060,6195285.53621836,electricity
C-WEU-NOR,rur,2070,5317451.407010145,electricity
C-WEU-NOR,rur,2080,4474287.517937949,electricity
C-WEU-NOR,rur,2090,3673758.123374036,electricity
C-WEU-NOR,rur,2100,2960387.975975827,electricity
C-WEU-NOR,urb,2020,35411266.44891913,electricity
C-WEU-NOR,urb,2025,39725492.90240419,electricity
C-WEU-NOR,urb,2030,43974230.61688848,electricity
C-WEU-NOR,urb,2035,48331017.25393575,electricity
C-WEU-NOR,urb,2040,52768878.65554842,electricity
C-WEU-NOR,urb,2045,57266170.56384352,electricity
C-WEU-NOR,urb,2050,61869527.15692265,electricity
C-WEU-NOR,urb,2055,66167904.18849438,electricity
C-WEU-NOR,urb,2060,70208287.62094219,electricity
C-WEU-NOR,urb,2070,77522252.91706318,electricity
C-WEU-NOR,urb,2080,83833202.85548607,electricity
C-WEU-NOR,urb,2090,88187866.9593296,electricity
C-WEU-NOR,urb,2100,90835458.21197757,electricity
C-WEU-PRT,rur,2020,1695694600.082483,electricity
C-WEU-PRT,rur,2025,1711294884.4191144,electricity
C-WEU-PRT,rur,2030,1723540538.8112245,electricity
C-WEU-PRT,rur,2035,1691038225.2426293,electricity
C-WEU-PRT,rur,2040,1680484842.6735106,electricity
C-WEU-PRT,rur,2045,1653140143.273714,electricity
C-WEU-PRT,rur,2050,1621868919.0236228,electricity
C-WEU-PRT,rur,2055,1598145594.3533282,electricity
C-WEU-PRT,rur,2060,1570479193.9679627,electricity
C-WEU-PRT,rur,2070,1496591592.42071,electricity
C-WEU-PRT,rur,2080,1380410095.7330618,electricity
C-WEU-PRT,rur,2090,1259190253.435678,electricity
C-WEU-PRT,rur,2100,1115052581.8343427,electricity
C-WEU-PRT,urb,2020,2489324865.1448445,electricity
C-WEU-PRT,urb,2025,2737019510.5879025,electricity
C-WEU-PRT,urb,2030,2952057034.0671425,electricity
C-WEU-PRT,urb,2035,3171713009.0545607,electricity
C-WEU-PRT,urb,2040,3358015109.3506675,electricity
C-WEU-PRT,urb,2045,3617054885.015161,electricity
C-WEU-PRT,urb,2050,3792283784.600768,electricity
C-WEU-PRT,urb,2055,3970229839.448823,electricity
C-WEU-PRT,urb,2060,4109806094.7241864,electricity
C-WEU-PRT,urb,2070,4274183491.5489216,electricity
C-WEU-PRT,urb,2080,4369529188.082265,electricity
C-WEU-PRT,urb,2090,4441042352.662203,electricity
C-WEU-PRT,urb,2100,4455952836.600174,electricity
C-WEU-SWE,rur,2020,12964492.31640824,electricity
C-WEU-SWE,rur,2025,12415786.636984726,electricity
C-WEU-SWE,rur,2030,11790780.12321256,electricity
C-WEU-SWE,rur,2035,11327333.521297444,electricity
C-WEU-SWE,rur,2040,10967856.16431113,electricity
C-WEU-SWE,rur,2045,10715464.136180025,electricity
C-WEU-SWE,rur,2050,10525478.985797476,electricity
C-WEU-SWE,rur,2055,10377849.116259512,electricity
C-WEU-SWE,rur,2060,10257279.538674813,electricity
C-WEU-SWE,rur,2070,10075921.199025057,electricity
C-WEU-SWE,rur,2080,9893316.026550815,electricity
C-WEU-SWE,rur,2090,9543832.374510285,electricity
C-WEU-SWE,rur,2100,9118405.952855675,electricity
C-WEU-SWE,urb,2020,107181654.1492686,electricity
C-WEU-SWE,urb,2025,120954832.17919815,electricity
C-WEU-SWE,urb,2030,133387668.24886794,electricity
C-WEU-SWE,urb,2035,144932937.17552382,electricity
C-WEU-SWE,urb,2040,156507400.1187009,electricity
C-WEU-SWE,urb,2045,168392434.55785024,electricity
C-WEU-SWE,urb,2050,180803405.52396417,electricity
C-WEU-SWE,urb,2055,192412268.80906507,electricity
C-WEU-SWE,urb,2060,203120897.10443395,electricity
C-WEU-SWE,urb,2070,221910438.45228162,electricity
C-WEU-SWE,urb,2080,237866488.78814256,electricity
C-WEU-SWE,urb,2090,248331284.99191597,electricity
C-WEU-SWE,urb,2100,254883020.78909683,electricity
