"","scenario_supply","region_gea","material","production","year","emission_factor","unit"
"1718","NPi","MEA","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1719","NPi","MEA","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1720","1p5C","MEA","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1721","NPi","MEA","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1722","1p5C","MEA","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1723","NPi","MEA","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1724","1p5C","MEA","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1725","NPi","MEA","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1726","1p5C","MEA","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1727","NPi","MEA","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1728","1p5C","MEA","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1729","NPi","MEA","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1730","1p5C","MEA","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1731","NPi","MEA","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1732","1p5C","MEA","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1733","NPi","MEA","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1734","1p5C","MEA","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1735","NPi","NAM","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1736","NPi","NAM","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1737","1p5C","NAM","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1738","NPi","NAM","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1739","1p5C","NAM","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1740","NPi","NAM","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1741","1p5C","NAM","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1742","NPi","NAM","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1743","1p5C","NAM","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1744","NPi","NAM","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1745","1p5C","NAM","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1746","NPi","NAM","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1747","1p5C","NAM","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1748","NPi","NAM","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1749","1p5C","NAM","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1750","NPi","NAM","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1751","1p5C","NAM","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1752","NPi","PAO","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1753","NPi","PAO","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1754","1p5C","PAO","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1755","NPi","PAO","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1756","1p5C","PAO","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1757","NPi","PAO","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1758","1p5C","PAO","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1759","NPi","PAO","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1760","1p5C","PAO","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1761","NPi","PAO","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1762","1p5C","PAO","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1763","NPi","PAO","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1764","1p5C","PAO","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1765","NPi","PAO","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1766","1p5C","PAO","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1767","NPi","PAO","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1768","1p5C","PAO","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1769","NPi","PAS","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1770","NPi","PAS","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1771","1p5C","PAS","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1772","NPi","PAS","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1773","1p5C","PAS","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1774","NPi","PAS","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1775","1p5C","PAS","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1776","NPi","PAS","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1777","1p5C","PAS","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1778","NPi","PAS","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1779","1p5C","PAS","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1780","NPi","PAS","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1781","1p5C","PAS","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1782","NPi","PAS","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1783","1p5C","PAS","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1784","NPi","PAS","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1785","1p5C","PAS","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1786","NPi","RCPA","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1787","NPi","RCPA","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1788","1p5C","RCPA","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1789","NPi","RCPA","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1790","1p5C","RCPA","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1791","NPi","RCPA","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1792","1p5C","RCPA","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1793","NPi","RCPA","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1794","1p5C","RCPA","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1795","NPi","RCPA","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1796","1p5C","RCPA","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1797","NPi","RCPA","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1798","1p5C","RCPA","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1799","NPi","RCPA","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1800","1p5C","RCPA","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1801","NPi","RCPA","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1802","1p5C","RCPA","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1803","NPi","SAS","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1804","NPi","SAS","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1805","1p5C","SAS","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1806","NPi","SAS","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1807","1p5C","SAS","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1808","NPi","SAS","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1809","1p5C","SAS","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1810","NPi","SAS","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1811","1p5C","SAS","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1812","NPi","SAS","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1813","1p5C","SAS","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1814","NPi","SAS","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1815","1p5C","SAS","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1816","NPi","SAS","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1817","1p5C","SAS","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1818","NPi","SAS","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1819","1p5C","SAS","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1820","NPi","WEU","wood","primary",2020,0.131523388973096,"kgco2e/kg"
"1821","NPi","WEU","wood","primary",2030,0.127918747330539,"kgco2e/kg"
"1822","1p5C","WEU","wood","primary",2030,0.0809017897616802,"kgco2e/kg"
"1823","NPi","WEU","wood","primary",2040,0.125486657550788,"kgco2e/kg"
"1824","1p5C","WEU","wood","primary",2040,0.0630876948404995,"kgco2e/kg"
"1825","NPi","WEU","wood","primary",2050,0.118844379619748,"kgco2e/kg"
"1826","1p5C","WEU","wood","primary",2050,0.055835606090149,"kgco2e/kg"
"1827","NPi","WEU","wood","primary",2060,0.10425698929116,"kgco2e/kg"
"1828","1p5C","WEU","wood","primary",2060,0.052159350266074,"kgco2e/kg"
"1829","NPi","WEU","wood","primary",2070,0.0970234452844144,"kgco2e/kg"
"1830","1p5C","WEU","wood","primary",2070,0.0489329167822067,"kgco2e/kg"
"1831","NPi","WEU","wood","primary",2080,0.094039006612327,"kgco2e/kg"
"1832","1p5C","WEU","wood","primary",2080,0.0481683469463982,"kgco2e/kg"
"1833","NPi","WEU","wood","primary",2090,0.0899482567735193,"kgco2e/kg"
"1834","1p5C","WEU","wood","primary",2090,0.048048971790359,"kgco2e/kg"
"1835","NPi","WEU","wood","primary",2100,0.0840177761480068,"kgco2e/kg"
"1836","1p5C","WEU","wood","primary",2100,0.0489452194325001,"kgco2e/kg"
"1837","NPi","AFR","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1838","NPi","AFR","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1839","1p5C","AFR","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1840","NPi","AFR","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1841","1p5C","AFR","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1842","NPi","AFR","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1843","1p5C","AFR","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1844","NPi","AFR","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1845","1p5C","AFR","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1846","NPi","AFR","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"1847","1p5C","AFR","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"1848","NPi","AFR","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"1849","1p5C","AFR","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"1850","NPi","AFR","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"1851","1p5C","AFR","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"1852","NPi","AFR","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"1853","1p5C","AFR","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"1854","NPi","CHN","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1855","NPi","CHN","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1856","1p5C","CHN","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1857","NPi","CHN","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1858","1p5C","CHN","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1859","NPi","CHN","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1860","1p5C","CHN","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1861","NPi","CHN","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1862","1p5C","CHN","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1863","NPi","CHN","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"1864","1p5C","CHN","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"1865","NPi","CHN","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"1866","1p5C","CHN","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"1867","NPi","CHN","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"1868","1p5C","CHN","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"1869","NPi","CHN","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"1870","1p5C","CHN","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"1871","NPi","EEU","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1872","NPi","EEU","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1873","1p5C","EEU","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1874","NPi","EEU","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1875","1p5C","EEU","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1876","NPi","EEU","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1877","1p5C","EEU","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1878","NPi","EEU","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1879","1p5C","EEU","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1880","NPi","EEU","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"1881","1p5C","EEU","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"1882","NPi","EEU","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"1883","1p5C","EEU","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"1884","NPi","EEU","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"1885","1p5C","EEU","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"1886","NPi","EEU","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"1887","1p5C","EEU","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"1888","NPi","FSU","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1889","NPi","FSU","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1890","1p5C","FSU","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1891","NPi","FSU","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1892","1p5C","FSU","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1893","NPi","FSU","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1894","1p5C","FSU","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1895","NPi","FSU","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1896","1p5C","FSU","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1897","NPi","FSU","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"1898","1p5C","FSU","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"1899","NPi","FSU","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"1900","1p5C","FSU","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"1901","NPi","FSU","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"1902","1p5C","FSU","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"1903","NPi","FSU","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"1904","1p5C","FSU","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"1905","NPi","LAM","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1906","NPi","LAM","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1907","1p5C","LAM","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1908","NPi","LAM","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1909","1p5C","LAM","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1910","NPi","LAM","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1911","1p5C","LAM","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1912","NPi","LAM","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1913","1p5C","LAM","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1914","NPi","LAM","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"1915","1p5C","LAM","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"1916","NPi","LAM","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"1917","1p5C","LAM","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"1918","NPi","LAM","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"1919","1p5C","LAM","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"1920","NPi","LAM","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"1921","1p5C","LAM","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"1922","NPi","MEA","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1923","NPi","MEA","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1924","1p5C","MEA","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1925","NPi","MEA","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1926","1p5C","MEA","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1927","NPi","MEA","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1928","1p5C","MEA","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1929","NPi","MEA","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1930","1p5C","MEA","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1931","NPi","MEA","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"1932","1p5C","MEA","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"1933","NPi","MEA","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"1934","1p5C","MEA","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"1935","NPi","MEA","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"1936","1p5C","MEA","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"1937","NPi","MEA","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"1938","1p5C","MEA","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"1939","NPi","NAM","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1940","NPi","NAM","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1941","1p5C","NAM","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1942","NPi","NAM","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1943","1p5C","NAM","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1944","NPi","NAM","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1945","1p5C","NAM","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1946","NPi","NAM","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1947","1p5C","NAM","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1948","NPi","NAM","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"1949","1p5C","NAM","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"1950","NPi","NAM","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"1951","1p5C","NAM","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"1952","NPi","NAM","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"1953","1p5C","NAM","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"1954","NPi","NAM","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"1955","1p5C","NAM","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"1956","NPi","PAO","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1957","NPi","PAO","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1958","1p5C","PAO","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1959","NPi","PAO","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1960","1p5C","PAO","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1961","NPi","PAO","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1962","1p5C","PAO","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1963","NPi","PAO","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1964","1p5C","PAO","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1965","NPi","PAO","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"1966","1p5C","PAO","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"1967","NPi","PAO","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"1968","1p5C","PAO","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"1969","NPi","PAO","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"1970","1p5C","PAO","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"1971","NPi","PAO","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"1972","1p5C","PAO","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"1973","NPi","PAS","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1974","NPi","PAS","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1975","1p5C","PAS","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1976","NPi","PAS","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1977","1p5C","PAS","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1978","NPi","PAS","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1979","1p5C","PAS","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1980","NPi","PAS","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1981","1p5C","PAS","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1982","NPi","PAS","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"1983","1p5C","PAS","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"1984","NPi","PAS","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"1985","1p5C","PAS","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"1986","NPi","PAS","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"1987","1p5C","PAS","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"1988","NPi","PAS","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"1989","1p5C","PAS","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"1990","NPi","RCPA","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"1991","NPi","RCPA","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"1992","1p5C","RCPA","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"1993","NPi","RCPA","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"1994","1p5C","RCPA","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"1995","NPi","RCPA","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"1996","1p5C","RCPA","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"1997","NPi","RCPA","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"1998","1p5C","RCPA","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"1999","NPi","RCPA","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"2000","1p5C","RCPA","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"2001","NPi","RCPA","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"2002","1p5C","RCPA","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"2003","NPi","RCPA","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"2004","1p5C","RCPA","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"2005","NPi","RCPA","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"2006","1p5C","RCPA","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"2007","NPi","SAS","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"2008","NPi","SAS","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"2009","1p5C","SAS","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"2010","NPi","SAS","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"2011","1p5C","SAS","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"2012","NPi","SAS","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"2013","1p5C","SAS","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"2014","NPi","SAS","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"2015","1p5C","SAS","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"2016","NPi","SAS","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"2017","1p5C","SAS","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"2018","NPi","SAS","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"2019","1p5C","SAS","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"2020","NPi","SAS","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"2021","1p5C","SAS","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"2022","NPi","SAS","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"2023","1p5C","SAS","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"2024","NPi","WEU","aluminium","secondary",2020,0.922967287951866,"kgco2e/kg"
"2025","NPi","WEU","aluminium","secondary",2030,0.899701862293517,"kgco2e/kg"
"2026","1p5C","WEU","aluminium","secondary",2030,0.731229512083241,"kgco2e/kg"
"2027","NPi","WEU","aluminium","secondary",2040,0.898901232564915,"kgco2e/kg"
"2028","1p5C","WEU","aluminium","secondary",2040,0.672749870719121,"kgco2e/kg"
"2029","NPi","WEU","aluminium","secondary",2050,0.896266181182317,"kgco2e/kg"
"2030","1p5C","WEU","aluminium","secondary",2050,0.655466196254488,"kgco2e/kg"
"2031","NPi","WEU","aluminium","secondary",2060,0.842212725438285,"kgco2e/kg"
"2032","1p5C","WEU","aluminium","secondary",2060,0.646293105529441,"kgco2e/kg"
"2033","NPi","WEU","aluminium","secondary",2070,0.819184438091013,"kgco2e/kg"
"2034","1p5C","WEU","aluminium","secondary",2070,0.63962433421838,"kgco2e/kg"
"2035","NPi","WEU","aluminium","secondary",2080,0.807882265184232,"kgco2e/kg"
"2036","1p5C","WEU","aluminium","secondary",2080,0.637775005885935,"kgco2e/kg"
"2037","NPi","WEU","aluminium","secondary",2090,0.785187180782,"kgco2e/kg"
"2038","1p5C","WEU","aluminium","secondary",2090,0.631954518161716,"kgco2e/kg"
"2039","NPi","WEU","aluminium","secondary",2100,0.768997986847326,"kgco2e/kg"
"2040","1p5C","WEU","aluminium","secondary",2100,0.630429007969048,"kgco2e/kg"
"2041","NPi","AFR","copper","secondary",2020,1.6503249572471,"kgco2e/kg"
"2042","NPi","AFR","copper","secondary",2030,1.62337524962271,"kgco2e/kg"
"2043","1p5C","AFR","copper","secondary",2030,1.16054611957513,"kgco2e/kg"
"2044","NPi","AFR","copper","secondary",2040,1.63244033266842,"kgco2e/kg"
"2045","1p5C","AFR","copper","secondary",2040,1.0232242426598,"kgco2e/kg"
